id,room_type,price,minimum_nights,number_of_reviews
965,Private room,96,3,2
966,Entire home/apt,300,3,14
967,Private room,85,10,54
968,Private room,110,3,0
969,Private room,60,1,2
970,Entire home/apt,345,2,1
971,Entire home/apt,285,2,0
972,Entire home/apt,140,2,20
973,Entire home/apt,210,29,0
974,Entire home/apt,149,2,3
975,Private room,73,5,4
976,Entire home/apt,670,25,0
977,Private room,62,5,47
978,Entire home/apt,316,30,0
979,Shared room,45,2,2
980,Entire home/apt,240,7,19
981,Entire home/apt,200,4,3
982,Private room,119,1,1
983,Entire home/apt,299,3,6
984,Entire home/apt,100,1,0
985,Private room,150,1,0
986,Entire home/apt,150,7,6
987,Entire home/apt,250,30,0
988,Entire home/apt,100,7,2
989,Entire home/apt,130,26,39
990,Entire home/apt,220,2,18
991,Entire home/apt,443,1,30
992,Private room,339,1,18
993,Entire home/apt,195,1,401
994,Private room,99,1,62
995,Private room,63,1,6
996,Entire home/apt,250,30,0
997,Private room,175,2,0
998,Entire home/apt,237,30,1
999,Entire home/apt,250,1,13
1000,Entire home/apt,125,3,21
1001,Private room,115,1,0
1002,Private room,45,5,17
1003,Entire home/apt,114,14,0
1004,Entire home/apt,155,21,9
1005,Private room,110,2,68
1006,Private room,125,1,21
1007,Private room,65,2,4
1008,Entire home/apt,409,3,52
1009,Private room,55,2,1
1010,Entire home/apt,157,29,0
1011,Entire home/apt,499,2,4
1012,Entire home/apt,199,4,2
1013,Private room,100,1,20
1014,Entire home/apt,230,1,1
1015,Private room,48,5,1
1016,Private room,100,1,2
1017,Private room,150,2,2
1018,Private room,100,5,2
1019,Entire home/apt,158,7,0
1020,Private room,98,5,8
1021,Entire home/apt,130,2,0
1022,Entire home/apt,165,5,1
1023,Entire home/apt,160,3,36
1024,Entire home/apt,99,1,0
1025,Private room,99,1,9
1026,Entire home/apt,150,30,1
1027,Private room,54,25,4
1028,Entire home/apt,65,1,0
1029,Private room,100,30,0
1030,Entire home/apt,132,30,1
1031,Entire home/apt,150,5,0
1032,Entire home/apt,191,30,0
1033,Entire home/apt,125,4,0
1034,Entire home/apt,399,30,0
1035,Private room,60,1,93
1036,Entire home/apt,85,3,5
1037,Private room,50,14,5
1038,Entire home/apt,225,4,153
1039,Entire home/apt,100,1,1
1040,Entire home/apt,295,1,261
1041,Entire home/apt,225,2,0
1042,Entire home/apt,250,4,0
1043,Private room,154,1,0
1044,Private room,150,2,60
1045,Entire home/apt,92,31,0
1046,Private room,80,1,1
1047,Entire home/apt,350,3,15
1048,Private room,150,2,10
1049,Entire home/apt,180,29,0
1050,Private room,69,3,47
1051,Private room,137,3,0
1052,Entire home/apt,525,5,42
1053,Private room,55,90,0
1054,Private room,123,1,10
1055,Entire home/apt,138,2,57
1056,Private room,150,1,11
1057,Private room,84,2,1
1058,Entire home/apt,169,2,61
1059,Entire home/apt,126,2,25
1060,Entire home/apt,113,30,0
1061,Entire home/apt,105,3,10
1062,Entire home/apt,99,1,20
1063,Private room,155,1,58
1064,Entire home/apt,125,30,1
1065,Entire home/apt,175,29,5
1066,Entire home/apt,185,2,5
1067,Entire home/apt,250,1,1
1068,Entire home/apt,182,3,16
1069,Entire home/apt,534,30,0
1070,Private room,78,1,73
1071,Private room,82,3,56
1072,Entire home/apt,255,3,4
1073,Private room,90,3,5
1074,Private room,60,30,1
1075,Private room,35,1,4
1076,Entire home/apt,650,4,11
1077,Entire home/apt,330,2,9
1078,Entire home/apt,135,1,1
1079,Entire home/apt,227,5,6
1080,Private room,55,1,4
1081,Entire home/apt,195,3,3
1082,Private room,65,30,1
1083,Entire home/apt,170,5,28
1084,Private room,180,3,13
1085,Entire home/apt,400,3,14
1086,Private room,90,2,15
1087,Entire home/apt,125,1,8
1088,Private room,150,6,0
1089,Private room,112,2,81
1090,Entire home/apt,99,2,15
1091,Entire home/apt,180,1,3
1092,Entire home/apt,400,1,17
1093,Private room,79,12,0
1094,Entire home/apt,200,1,0
1095,Private room,100,1,1
1096,Entire home/apt,5000,1,2
1097,Entire home/apt,500,10,0
1098,Private room,75,1,81
1099,Entire home/apt,115,2,0
1100,Private room,86,3,216
1101,Entire home/apt,180,3,0
1102,Private room,150,3,0
1103,Entire home/apt,250,1,1
1104,Private room,200,4,2
1105,Entire home/apt,150,3,74
1106,Entire home/apt,169,30,2
1107,Entire home/apt,265,2,90
1108,Private room,120,2,209
1109,Private room,135,3,32
1110,Entire home/apt,139,2,102
1111,Entire home/apt,132,1,2
1112,Entire home/apt,800,1,11
1113,Entire home/apt,75,30,32
1114,Entire home/apt,247,5,25
1115,Private room,65,365,1
1116,Entire home/apt,339,3,4
1117,Entire home/apt,150,3,1
1118,Private room,85,1,29
1119,Entire home/apt,111,1,41
1120,Private room,119,1,49
1121,Private room,105,1,79
1122,Entire home/apt,180,28,0
1123,Entire home/apt,303,5,0
1124,Private room,125,4,1
1125,Private room,350,1,0
1126,Entire home/apt,115,30,0
1127,Entire home/apt,200,10,3
1128,Entire home/apt,220,1,28
1129,Entire home/apt,250,3,22
1130,Entire home/apt,165,3,5
1131,Private room,70,1,0
1132,Private room,99,5,0
1133,Entire home/apt,240,3,7
1134,Private room,70,7,1
1135,Private room,85,1,25
1136,Entire home/apt,315,4,16
1137,Entire home/apt,1050,1,0
1138,Shared room,70,1,4
1139,Entire home/apt,400,4,8
1140,Private room,120,7,3
1141,Entire home/apt,95,30,13
1142,Entire home/apt,211,3,4
1143,Private room,100,4,1
1144,Entire home/apt,240,5,82
1145,Private room,70,1,0
1146,Private room,110,3,213
1147,Entire home/apt,95,1,2
1148,Entire home/apt,239,2,163
1149,Entire home/apt,190,4,0
1150,Entire home/apt,150,2,203
1151,Entire home/apt,240,5,94
1152,Entire home/apt,300,3,92
1153,Private room,145,2,0
1154,Entire home/apt,170,5,13
1155,Entire home/apt,185,30,7
1156,Private room,89,2,0
1157,Private room,200,2,0
1158,Entire home/apt,225,2,0
1159,Entire home/apt,140,1,19
1160,Entire home/apt,225,2,1
1161,Entire home/apt,179,30,2
1162,Private room,120,1,5
1163,Private room,106,8,25
1164,Private room,150,4,0
1165,Entire home/apt,142,30,8
1166,Entire home/apt,160,3,40
1167,Entire home/apt,150,1,11
1168,Entire home/apt,220,8,15
1169,Private room,40,3,23
1170,Entire home/apt,249,30,2
1171,Private room,83,1,3
1172,Shared room,120,2,0
1173,Private room,40,3,1
1174,Entire home/apt,150,30,3
1175,Entire home/apt,295,3,227
1176,Private room,90,1,1
1177,Entire home/apt,195,30,1
1178,Entire home/apt,140,300,0
1179,Private room,60,3,10
1180,Entire home/apt,200,3,9
1181,Entire home/apt,245,30,0
1182,Entire home/apt,199,2,30
1183,Entire home/apt,120,1,4
1184,Entire home/apt,239,3,7
1185,Private room,79,1,347
1186,Entire home/apt,165,1,4
1187,Entire home/apt,175,153,0
1188,Entire home/apt,67,74,7
1189,Entire home/apt,204,29,0
1190,Entire home/apt,350,31,1
1191,Entire home/apt,195,30,0
1192,Private room,71,14,0
1193,Entire home/apt,180,1,3
1194,Entire home/apt,200,7,0
1195,Entire home/apt,100,4,6
1196,Entire home/apt,115,5,13
1197,Private room,111,4,1
1198,Entire home/apt,625,2,10
1199,Private room,120,1,2
1200,Private room,300,3,0
1201,Entire home/apt,160,30,4
1202,Entire home/apt,350,1,1
1203,Entire home/apt,265,30,0
1204,Entire home/apt,250,30,3
1205,Entire home/apt,275,2,27
1206,Entire home/apt,399,4,0
1207,Private room,100,1,41
1208,Entire home/apt,131,3,10
1209,Entire home/apt,200,7,0
1210,Entire home/apt,350,29,0
1211,Private room,550,1,0
1212,Private room,54,1,0
1213,Private room,75,2,20
1214,Entire home/apt,150,3,6
1215,Private room,119,1,4
1216,Entire home/apt,105,3,29
1217,Entire home/apt,240,5,52
1218,Private room,80,4,131
1219,Entire home/apt,160,10,25
1220,Private room,59,25,0
1221,Entire home/apt,200,1,1
1222,Entire home/apt,200,30,0
1223,Private room,88,30,0
1224,Private room,65,5,7
1225,Private room,85,1,84
1226,Entire home/apt,140,3,5
1227,Entire home/apt,300,3,2
1228,Private room,177,10,25
1229,Entire home/apt,100,30,7
1230,Entire home/apt,175,2,4
1231,Entire home/apt,259,4,25
1232,Entire home/apt,352,4,15
1233,Entire home/apt,180,3,0
1234,Private room,60,2,1
1235,Private room,100,2,244
1236,Private room,105,1,158
1237,Private room,115,1,82
1238,Private room,300,2,4
1239,Private room,100,1,22
1240,Private room,65,1,40
1241,Private room,135,7,70
1242,Entire home/apt,120,3,41
1243,Private room,51,7,0
1244,Entire home/apt,225,2,16
1245,Entire home/apt,225,4,8
1246,Entire home/apt,150,5,29
1247,Private room,80,1,111
1248,Shared room,65,2,33
1249,Private room,65,14,8
1250,Entire home/apt,65,7,1
1251,Entire home/apt,350,7,0
1252,Private room,50,5,0
1253,Private room,65,3,3
1254,Private room,60,1,14
1255,Entire home/apt,250,2,1
1256,Private room,65,2,36
1257,Entire home/apt,175,1,0
1258,Entire home/apt,185,3,59
1259,Private room,80,1,0
1260,Entire home/apt,175,1,1
1261,Private room,190,2,4
1262,Private room,75,4,0
1263,Entire home/apt,300,3,6
1264,Private room,74,3,60
1265,Private room,62,6,62
1266,Private room,75,3,0
1267,Private room,87,1,2
1268,Entire home/apt,136,2,6
1269,Entire home/apt,430,2,10
1270,Entire home/apt,285,30,0
1271,Entire home/apt,300,1,268
1272,Private room,100,1,9
1273,Private room,70,1,0
1274,Private room,65,2,41
1275,Private room,45,4,22
1276,Private room,88,30,0
1277,Entire home/apt,200,2,146
1278,Private room,100,3,35
1279,Entire home/apt,487,30,0
1280,Entire home/apt,250,1,2
1281,Private room,125,4,0
1282,Entire home/apt,600,3,0
1283,Private room,85,3,6
1284,Entire home/apt,950,30,0
1285,Entire home/apt,150,6,1
1286,Entire home/apt,399,5,6
1287,Entire home/apt,236,1,4
1288,Entire home/apt,260,30,0
1289,Private room,75,1,0
1290,Entire home/apt,299,6,0
1291,Entire home/apt,341,2,4
1292,Private room,100,2,170
1293,Entire home/apt,350,3,1
1294,Private room,100,2,4
1295,Entire home/apt,220,15,0
1296,Entire home/apt,175,2,53
1297,Entire home/apt,300,7,0
1298,Private room,72,3,21
1299,Private room,120,3,1
1300,Entire home/apt,100,10,28
1301,Private room,85,1,2
1302,Private room,180,2,3
1303,Entire home/apt,163,30,4
1304,Private room,75,2,1
1305,Private room,90,2,42
1306,Entire home/apt,225,3,8
1307,Entire home/apt,115,2,100
1308,Shared room,80,1,19
1309,Entire home/apt,78,1,27
1310,Private room,75,1,11
1311,Private room,175,2,6
1312,Private room,70,1,0
1313,Private room,169,3,31
1314,Entire home/apt,194,2,8
1315,Entire home/apt,137,14,17
1316,Entire home/apt,102,3,36
1317,Private room,100,1,0
1318,Entire home/apt,160,200,0
1319,Private room,150,2,21
1320,Entire home/apt,130,1,87
1321,Entire home/apt,350,2,12
1322,Entire home/apt,295,3,85
1323,Private room,58,1,20
1324,Private room,46,2,2
1325,Entire home/apt,175,30,0
1326,Entire home/apt,189,5,2
1327,Private room,49,1,0
1328,Private room,100,2,1
1329,Entire home/apt,180,4,0
1330,Private room,55,30,1
1331,Entire home/apt,748,30,1
1332,Private room,47,2,68
1333,Entire home/apt,495,1,43
1334,Private room,70,7,0
1335,Entire home/apt,250,30,0
1336,Private room,215,5,3
1337,Entire home/apt,227,29,0
1338,Entire home/apt,249,4,0
1339,Entire home/apt,145,4,13
1340,Entire home/apt,120,3,4
1341,Private room,144,4,20
1342,Private room,297,1,0
1343,Entire home/apt,399,3,0
1344,Entire home/apt,135,3,3
1345,Entire home/apt,175,4,130
1346,Entire home/apt,300,2,11
1347,Private room,50,5,0
1348,Private room,110,20,13
1349,Private room,125,3,0
1350,Entire home/apt,189,3,265
1351,Private room,95,5,1
1352,Entire home/apt,145,5,16
1353,Entire home/apt,125,2,3
1354,Entire home/apt,200,30,0
1355,Private room,160,21,0
1356,Private room,65,2,0
1357,Entire home/apt,150,30,2
1358,Entire home/apt,170,3,1
1359,Private room,169,5,19
1360,Entire home/apt,113,30,0
1361,Entire home/apt,280,2,6
1362,Entire home/apt,129,7,10
1363,Private room,185,1,0
1364,Private room,60,2,53
1365,Private room,40,6,0
1366,Entire home/apt,88,2,0
1367,Private room,95,30,7
1368,Entire home/apt,550,5,0
1369,Entire home/apt,275,4,2
1370,Entire home/apt,390,2,3
1371,Entire home/apt,240,2,7
1372,Entire home/apt,150,4,0
1373,Private room,75,4,1
1374,Private room,197,5,3
1375,Entire home/apt,220,2,4
1376,Shared room,76,1,6
1377,Entire home/apt,350,5,0
1378,Entire home/apt,160,3,0
1379,Private room,150,1,38
1380,Entire home/apt,333,12,1
1381,Shared room,100,1,0
1382,Entire home/apt,250,3,26
1383,Private room,27,29,1
1384,Shared room,35,1,9
1385,Private room,140,1,7
1386,Private room,150,2,24
1387,Entire home/apt,75,1,1
1388,Shared room,80,1,0
1389,Private room,200,1,20
1390,Entire home/apt,400,2,7
1391,Private room,105,2,8
1392,Entire home/apt,350,3,0
1393,Private room,65,3,9
1394,Shared room,65,1,19
1395,Entire home/apt,150,1,4
1396,Entire home/apt,201,1,162
1397,Private room,90,1,4
1398,Entire home/apt,136,30,0
1399,Entire home/apt,130,5,2
1400,Private room,89,28,23
1401,Entire home/apt,150,2,2
1402,Entire home/apt,245,2,42
1403,Private room,90,2,67
1404,Shared room,39,2,1
1405,Private room,80,3,47
1406,Private room,250,1,2
1407,Private room,125,3,14
1408,Entire home/apt,250,3,24
1409,Private room,70,3,2
1410,Entire home/apt,150,5,2
1411,Private room,39,3,84
1412,Entire home/apt,175,3,18
1413,Entire home/apt,179,3,4
1414,Private room,50,1,39
1415,Entire home/apt,225,1,63
1416,Entire home/apt,220,1,2
1417,Private room,270,5,2
1418,Entire home/apt,219,5,1
1419,Private room,85,2,20
1420,Entire home/apt,120,2,0
1421,Private room,125,2,23
1422,Private room,125,1,95
1423,Private room,85,1,27
1424,Entire home/apt,195,1,0
1425,Entire home/apt,155,30,8
1426,Private room,40,2,1
1427,Entire home/apt,95,2,49
1428,Private room,90,1,70
1429,Entire home/apt,350,7,0
1430,Entire home/apt,200,2,6
1431,Private room,124,1,19
1432,Shared room,99,1,42
1433,Private room,500,1,1
1434,Entire home/apt,220,30,0
1435,Private room,209,1,6
1436,Entire home/apt,105,4,8
1437,Entire home/apt,118,3,103
1438,Entire home/apt,155,15,0
1439,Private room,55,30,1
1440,Entire home/apt,133,30,7
1441,Entire home/apt,150,3,4
1442,Private room,45,4,1
1443,Entire home/apt,290,7,1
1444,Private room,110,1,0
1445,Entire home/apt,202,29,1
1446,Private room,249,1,13
1447,Entire home/apt,149,31,4
1448,Private room,100,3,98
1449,Entire home/apt,120,4,182
1450,Entire home/apt,175,3,2
1451,Entire home/apt,149,4,35
1452,Private room,100,3,4
1453,Entire home/apt,114,1,6
1454,Entire home/apt,225,30,1
1455,Entire home/apt,950,1,0
1456,Private room,130,1,74
1457,Private room,37,2,11
1458,Private room,150,7,44
1459,Entire home/apt,69,1,99
1460,Entire home/apt,350,5,5
1461,Private room,139,31,0
1462,Entire home/apt,175,3,186
1463,Entire home/apt,400,1,4
1464,Private room,47,2,66
1465,Entire home/apt,350,2,2
1466,Entire home/apt,419,3,6
1467,Private room,120,1,18
1468,Private room,115,3,0
1469,Entire home/apt,109,1,9
1470,Entire home/apt,200,2,1
1471,Entire home/apt,85,1,0
1472,Private room,200,5,0
1473,Entire home/apt,77,6,1
1474,Entire home/apt,299,2,109
1475,Entire home/apt,165,1,13
1476,Entire home/apt,150,2,20
1477,Entire home/apt,110,2,34
1478,Entire home/apt,194,4,5
1479,Entire home/apt,495,6,12
1480,Private room,25,1,0
1481,Entire home/apt,215,1,83
1482,Entire home/apt,950,4,1
1483,Private room,80,2,31
1484,Entire home/apt,200,2,9
1485,Entire home/apt,196,30,0
1486,Entire home/apt,78,5,13
1487,Entire home/apt,110,1,0
1488,Shared room,35,1,27
1489,Private room,165,2,5
1490,Entire home/apt,159,4,8
1491,Entire home/apt,150,3,90
1492,Entire home/apt,325,1,0
1493,Private room,130,3,18
1494,Private room,90,3,1
1495,Entire home/apt,273,1,0
1496,Private room,127,1,0
1497,Entire home/apt,130,3,1
1498,Entire home/apt,250,2,1
1499,Entire home/apt,218,5,69
1500,Private room,92,3,104
1501,Private room,50,3,1
1502,Private room,130,1,59
1503,Entire home/apt,250,1,0
1504,Entire home/apt,170,2,53
1505,Entire home/apt,139,3,47
1506,Private room,60,1,3
1507,Entire home/apt,305,30,1
1508,Entire home/apt,179,29,0
1509,Shared room,75,1,59
1510,Private room,85,2,11
1511,Private room,125,3,0
1512,Private room,60,1,2
1513,Entire home/apt,450,3,6
1514,Private room,110,2,49
1515,Entire home/apt,215,2,18
1516,Entire home/apt,180,30,0
1517,Entire home/apt,300,4,28
1518,Entire home/apt,375,14,0
1519,Private room,81,30,59
1520,Private room,100,2,3
1521,Entire home/apt,170,5,86
1522,Private room,99,2,0
1523,Private room,115,1,1
1524,Entire home/apt,175,5,16
1525,Entire home/apt,275,1,0
1526,Entire home/apt,250,30,8
1527,Entire home/apt,294,5,150
1528,Entire home/apt,300,2,8
1529,Entire home/apt,160,6,65
1530,Private room,97,2,55
1531,Private room,250,1,0
1532,Entire home/apt,160,90,2
1533,Entire home/apt,190,30,4
1534,Private room,99,1,2
1535,Entire home/apt,1500,1,0
1536,Entire home/apt,125,3,1
1537,Entire home/apt,185,2,129
1538,Entire home/apt,160,3,31
1539,Entire home/apt,225,1,19
1540,Entire home/apt,230,2,7
1541,Entire home/apt,219,2,3
1542,Entire home/apt,125,30,7
1543,Entire home/apt,199,2,0
1544,Entire home/apt,228,2,14
1545,Private room,80,1,2
1546,Entire home/apt,239,3,15
1547,Entire home/apt,250,3,1
1548,Entire home/apt,175,30,0
1549,Entire home/apt,200,7,2
1550,Entire home/apt,399,3,13
1551,Entire home/apt,150,3,6
1552,Private room,199,1,1
1553,Entire home/apt,159,29,0
1554,Entire home/apt,230,2,6
1555,Entire home/apt,229,30,2
1556,Entire home/apt,254,2,4
1557,Entire home/apt,300,3,100
1558,Entire home/apt,84,1,25
1559,Private room,150,2,5
1560,Entire home/apt,200,2,49
1561,Entire home/apt,150,2,31
1562,Entire home/apt,225,59,0
1563,Entire home/apt,215,2,9
1564,Entire home/apt,79,2,1
1565,Entire home/apt,300,30,7
1566,Entire home/apt,229,2,5
1567,Private room,150,1,0
1568,Private room,110,30,0
1569,Entire home/apt,155,1,11
1570,Entire home/apt,350,3,15
1571,Entire home/apt,135,2,65
1572,Shared room,65,7,131
1573,Private room,150,2,3
1574,Entire home/apt,158,100,2
1575,Private room,80,20,2
1576,Entire home/apt,190,2,10
1577,Entire home/apt,190,4,83
1578,Entire home/apt,269,30,1
1579,Entire home/apt,120,1,2
1580,Entire home/apt,240,2,4
1581,Entire home/apt,155,3,17
1582,Entire home/apt,175,30,2
1583,Private room,50,10,0
1584,Shared room,90,6,0
1585,Shared room,40,2,2
1586,Private room,110,1,0
1587,Private room,308,3,0
1588,Entire home/apt,650,2,1
1589,Entire home/apt,190,1,0
1590,Entire home/apt,145,1,23
1591,Entire home/apt,400,30,0
1592,Private room,70,3,17
1593,Private room,64,4,1
1594,Entire home/apt,150,2,4
1595,Private room,90,8,0
1596,Entire home/apt,210,4,2
1597,Private room,65,3,0
1598,Entire home/apt,164,29,0
1599,Private room,90,2,6
1600,Entire home/apt,217,29,1
1601,Shared room,89,2,1
1602,Private room,95,2,4
1603,Entire home/apt,300,3,6
1604,Entire home/apt,152,1,42
1605,Entire home/apt,101,2,1
1606,Entire home/apt,145,1,3
1607,Entire home/apt,205,2,1
1608,Private room,89,1,63
1609,Entire home/apt,80,3,1
1610,Private room,59,4,19
1611,Entire home/apt,245,30,0
1612,Entire home/apt,250,30,57
1613,Private room,78,1,0
1614,Private room,125,3,2
1615,Entire home/apt,495,7,25
1616,Entire home/apt,1250,4,21
1617,Entire home/apt,450,3,0
1618,Entire home/apt,180,2,136
1619,Entire home/apt,260,2,21
1620,Entire home/apt,140,13,4
1621,Entire home/apt,120,1,8
1622,Private room,67,1,297
1623,Private room,89,30,2
1624,Entire home/apt,100,1,2
1625,Private room,81,2,8
1626,Entire home/apt,375,2,0
1627,Private room,90,3,5
1628,Entire home/apt,125,30,2
1629,Entire home/apt,300,1,118
1630,Entire home/apt,200,3,6
1631,Entire home/apt,182,29,0
1632,Private room,92,1,0
1633,Entire home/apt,85,1,0
1634,Private room,65,1,157
1635,Entire home/apt,300,2,16
1636,Entire home/apt,132,10,9
1637,Entire home/apt,299,5,3
