neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews
Chinatown,40.71837,-73.99633,Entire home/apt,260,2,5
Upper West Side,40.79009,-73.97927,Private room,135,4,81
Hell's Kitchen,40.76103,-73.99745,Entire home/apt,239,30,0
Lower East Side,40.71873,-73.98553,Private room,100,1,4
Harlem,40.81232,-73.94112,Private room,45,7,1
Upper West Side,40.79864,-73.96364,Entire home/apt,149,3,0
Roosevelt Island,40.76074,-73.94943,Private room,72,1,12
Hell's Kitchen,40.7645,-73.98788,Entire home/apt,285,2,44
Upper West Side,40.78635,-73.97008,Entire home/apt,151,2,73
Harlem,40.82978,-73.94823,Private room,88,1,3
Harlem,40.81658,-73.938,Entire home/apt,78,2,1
Harlem,40.80397,-73.95615,Private room,45,1,60
Upper West Side,40.77817,-73.97844,Entire home/apt,200,1,0
Inwood,40.85962,-73.92971,Private room,65,1,25
Inwood,40.86794,-73.91629,Entire home/apt,70,1,4
Flatiron District,40.73949,-73.98552,Entire home/apt,210,2,6
Lower East Side,40.71887,-73.99256,Private room,95,5,7
Financial District,40.70782,-74.01525,Entire home/apt,189,30,1
Lower East Side,40.71117,-73.98727,Shared room,32,14,0
Harlem,40.80187,-73.94705,Entire home/apt,165,3,60
Harlem,40.81748,-73.94484,Entire home/apt,150,5,52
Hell's Kitchen,40.76326,-73.98582,Entire home/apt,179,2,17
East Village,40.72785,-73.97976,Entire home/apt,155,1,80
Morningside Heights,40.8045,-73.96383,Entire home/apt,150,6,1
Harlem,40.82453,-73.93952,Private room,60,2,9
East Village,40.73033,-73.98518,Entire home/apt,100,30,0
Washington Heights,40.85075,-73.93982,Entire home/apt,120,3,3
West Village,40.73291,-74.00916,Entire home/apt,200,4,2
Nolita,40.72051,-73.99513,Entire home/apt,225,2,29
Chelsea,40.74186,-74.00372,Entire home/apt,180,4,3
West Village,40.73477,-74.00275,Entire home/apt,179,14,37
Harlem,40.80446,-73.95786,Private room,65,1,8
Upper East Side,40.77242,-73.96212,Entire home/apt,250,7,3
Upper East Side,40.77694,-73.94994,Entire home/apt,250,31,1
Upper West Side,40.78333,-73.98089,Entire home/apt,199,4,6
Chelsea,40.74753,-74.00396,Entire home/apt,110,3,7
Lower East Side,40.71276,-73.98488,Entire home/apt,200,2,0
Midtown,40.75381,-73.96724,Entire home/apt,675,28,2
East Village,40.72399,-73.98134,Private room,420,3,182
Harlem,40.82749,-73.94329,Entire home/apt,102,5,20
Hell's Kitchen,40.7624,-73.99915,Entire home/apt,534,30,0
East Village,40.7291,-73.98628,Private room,120,5,13
Lower East Side,40.71187,-73.98878,Shared room,35,14,0
Hell's Kitchen,40.76957,-73.99292,Entire home/apt,229,30,0
Chinatown,40.71676,-73.99348,Entire home/apt,160,2,5
Upper East Side,40.77944,-73.95296,Entire home/apt,125,3,2
Gramercy,40.73828,-73.98954,Private room,250,3,33
Little Italy,40.7185,-73.99805,Private room,95,5,1
Hell's Kitchen,40.76326,-73.99142,Entire home/apt,500,1,0
Chinatown,40.71595,-73.98993,Entire home/apt,499,30,70
Roosevelt Island,40.76882,-73.94315,Private room,70,1,7
Harlem,40.80986,-73.95349,Private room,164,1,143
Harlem,40.82521,-73.94037,Entire home/apt,97,2,2
Morningside Heights,40.81548,-73.95931,Private room,80,1,38
Financial District,40.70624,-74.01076,Entire home/apt,194,2,8
Upper East Side,40.7613,-73.96152,Entire home/apt,220,1,0
Hell's Kitchen,40.75928,-73.99036,Entire home/apt,180,1,0
Harlem,40.80597,-73.95348,Entire home/apt,200,3,2
Upper West Side,40.77757,-73.97932,Entire home/apt,133,3,38
Harlem,40.81668,-73.94407,Private room,100,1,3
Midtown,40.75166,-73.97323,Entire home/apt,315,1,0
Upper West Side,40.76923,-73.98627,Entire home/apt,263,30,0
East Village,40.72936,-73.98298,Entire home/apt,400,3,2
Upper East Side,40.76715,-73.95857,Entire home/apt,118,3,29
Hell's Kitchen,40.7572,-73.99482,Private room,390,1,21
East Harlem,40.796,-73.94863,Entire home/apt,265,3,111
Hell's Kitchen,40.7633,-73.99716,Entire home/apt,275,2,0
Chelsea,40.74564,-74.0006,Entire home/apt,200,1,12
Hell's Kitchen,40.7672,-73.98508,Entire home/apt,250,3,94
Harlem,40.80436,-73.94865,Entire home/apt,96,30,5
East Village,40.73182,-73.9845,Private room,195,5,19
East Harlem,40.79834,-73.94337,Entire home/apt,300,2,1
Harlem,40.82183,-73.9378,Private room,60,2,1
Upper West Side,40.77873,-73.97845,Entire home/apt,285,7,0
East Village,40.72499,-73.98867,Entire home/apt,650,2,41
Theater District,40.76035,-73.98189,Entire home/apt,160,30,6
Harlem,40.82879,-73.93821,Entire home/apt,80,3,3
Upper East Side,40.77964,-73.95474,Entire home/apt,130,2,5
Theater District,40.76113,-73.98557,Private room,180,2,1
Harlem,40.81142,-73.95134,Private room,69,15,19
Nolita,40.72222,-73.99443,Private room,100,3,2
Inwood,40.86439,-73.92302,Private room,50,4,2
Midtown,40.75047,-73.96935,Entire home/apt,140,30,2
Hell's Kitchen,40.76577,-73.98482,Entire home/apt,269,3,0
Chelsea,40.74214,-73.99912,Entire home/apt,200,5,0
East Village,40.72232,-73.98543,Entire home/apt,312,30,0
Upper East Side,40.7786,-73.95208,Entire home/apt,206,30,1
Upper West Side,40.7706,-73.98919,Entire home/apt,189,1,7
Harlem,40.80693,-73.94831,Entire home/apt,200,28,35
Chelsea,40.74443,-74.0029,Entire home/apt,300,5,10
Harlem,40.82296,-73.94545,Entire home/apt,200,2,38
Chelsea,40.74372,-73.99682,Private room,150,1,0
Harlem,40.80843,-73.94125,Entire home/apt,130,2,210
Harlem,40.82119,-73.95556,Private room,70,1,16
Midtown,40.75471,-73.98781,Private room,100,1,0
Inwood,40.8678,-73.92619,Private room,65,2,93
East Village,40.72688,-73.98546,Entire home/apt,160,3,20
Lower East Side,40.71991,-73.98832,Private room,78,10,0
Chelsea,40.74738,-74.00134,Entire home/apt,179,3,3
Murray Hill,40.74853,-73.98192,Entire home/apt,325,1,66
Midtown,40.7671,-73.98148,Entire home/apt,300,30,0
Murray Hill,40.74789,-73.98057,Entire home/apt,179,30,0
Chelsea,40.7438,-73.99751,Private room,118,2,259
East Harlem,40.78907,-73.94877,Entire home/apt,75,1,107
Harlem,40.81325,-73.95323,Private room,79,6,31
Upper East Side,40.769,-73.9541,Entire home/apt,200,2,5
Upper West Side,40.78469,-73.9738,Entire home/apt,330,2,119
Greenwich Village,40.73486,-73.99843,Entire home/apt,350,1,0
East Village,40.72291,-73.98447,Private room,125,2,1
Washington Heights,40.84114,-73.93639,Private room,69,5,33
Harlem,40.81529,-73.94367,Entire home/apt,130,1,77
Chelsea,40.74572,-73.99637,Entire home/apt,180,4,28
Tribeca,40.72008,-74.0043,Entire home/apt,1000,1,25
Flatiron District,40.74191,-73.99011,Entire home/apt,299,1,7
Washington Heights,40.84697,-73.93776,Shared room,29,1,13
Little Italy,40.71843,-73.99817,Entire home/apt,124,2,5
Upper West Side,40.78245,-73.98163,Entire home/apt,120,6,5
Hell's Kitchen,40.75912,-73.98985,Private room,106,1,63
Upper West Side,40.78641,-73.97739,Private room,65,1,2
Hell's Kitchen,40.76092,-73.9922,Private room,180,2,5
Washington Heights,40.851,-73.93141,Private room,35,3,1
Upper West Side,40.77205,-73.98924,Entire home/apt,141,6,2
Upper West Side,40.80212,-73.9692,Entire home/apt,120,1,2
East Village,40.72693,-73.98374,Private room,100,3,0
Hell's Kitchen,40.7592,-73.99133,Entire home/apt,148,4,57
Hell's Kitchen,40.76354,-73.99283,Entire home/apt,100,30,3
Harlem,40.80745,-73.94353,Entire home/apt,150,5,17
East Harlem,40.80619,-73.94174,Entire home/apt,125,2,1
SoHo,40.72767,-74.00344,Entire home/apt,200,2,20
Hell's Kitchen,40.75506,-73.99715,Private room,199,1,1
Chelsea,40.74836,-73.99031,Private room,50,7,0
Upper East Side,40.78306,-73.94581,Entire home/apt,115,2,8
Kips Bay,40.74423,-73.97614,Entire home/apt,195,4,30
Upper East Side,40.76141,-73.96265,Entire home/apt,125,50,0
Washington Heights,40.83482,-73.94617,Entire home/apt,130,6,5
Harlem,40.83141,-73.94722,Private room,55,5,31
Upper East Side,40.76928,-73.96163,Private room,250,1,1
Lower East Side,40.72075,-73.98733,Entire home/apt,172,3,3
Harlem,40.82604,-73.94998,Private room,60,15,18
East Harlem,40.80764,-73.93963,Entire home/apt,175,1,8
Murray Hill,40.74696,-73.9746,Entire home/apt,250,2,2
West Village,40.73162,-74.00928,Entire home/apt,180,1,0
Upper East Side,40.77198,-73.95003,Entire home/apt,200,3,3
West Village,40.73178,-74.00173,Entire home/apt,300,5,88
Harlem,40.81051,-73.94723,Entire home/apt,130,4,94
Upper West Side,40.7816,-73.97548,Entire home/apt,377,30,0
Chelsea,40.74303,-73.99797,Entire home/apt,200,2,1
Lower East Side,40.71477,-73.98575,Entire home/apt,250,5,1
Hell's Kitchen,40.76386,-73.99707,Entire home/apt,148,4,104
Midtown,40.74992,-73.98772,Private room,110,2,8
Gramercy,40.7348,-73.98312,Private room,189,1,1
Hell's Kitchen,40.75478,-73.99604,Private room,100,2,0
West Village,40.73634,-74.00485,Entire home/apt,350,1,7
Upper East Side,40.77163,-73.94897,Private room,75,14,6
Lower East Side,40.7212,-73.98893,Entire home/apt,110,1,1
Kips Bay,40.73772,-73.98025,Entire home/apt,175,3,9
East Village,40.72128,-73.97899,Entire home/apt,200,14,2
Hell's Kitchen,40.7616,-73.99042,Private room,105,1,14
Upper East Side,40.77199,-73.94929,Entire home/apt,153,2,3
Washington Heights,40.84531,-73.93583,Private room,55,7,9
Lower East Side,40.71975,-73.98608,Entire home/apt,225,1,2
Harlem,40.82153,-73.95512,Private room,52,3,163
West Village,40.73855,-74.00125,Entire home/apt,577,2,2
Harlem,40.8127,-73.95004,Private room,60,1,1
Chelsea,40.75066,-74.00377,Entire home/apt,200,3,35
Harlem,40.81245,-73.95131,Private room,120,1,69
Upper West Side,40.80222,-73.96763,Private room,65,30,1
Washington Heights,40.83473,-73.93982,Private room,145,6,61
Hell's Kitchen,40.75749,-73.99657,Entire home/apt,180,3,1
East Harlem,40.79153,-73.94138,Entire home/apt,180,1,4
Chelsea,40.74081,-73.99616,Entire home/apt,265,29,0
Hell's Kitchen,40.76256,-73.98935,Private room,65,3,15
West Village,40.73993,-74.00619,Entire home/apt,240,1,22
Midtown,40.75669,-73.9666,Entire home/apt,225,3,1
Hell's Kitchen,40.76476,-73.99011,Entire home/apt,99,2,55
Hell's Kitchen,40.76732,-73.98482,Private room,89,5,2
East Village,40.73016,-73.98171,Entire home/apt,178,9,22
Washington Heights,40.83537,-73.93974,Entire home/apt,95,3,4
Harlem,40.82698,-73.93871,Private room,40,1,22
Upper West Side,40.79401,-73.96432,Private room,80,1,0
Kips Bay,40.74581,-73.9784,Entire home/apt,412,30,54
Upper West Side,40.7983,-73.96115,Entire home/apt,450,4,4
Upper East Side,40.77977,-73.95757,Shared room,115,2,43
West Village,40.73519,-74.00642,Entire home/apt,200,3,9
Chelsea,40.75032,-73.99676,Entire home/apt,93,120,34
Upper East Side,40.77043,-73.9515,Entire home/apt,150,25,1
East Harlem,40.79567,-73.9366,Private room,150,1,44
Upper West Side,40.77728,-73.98062,Entire home/apt,299,30,0
Hell's Kitchen,40.76689,-73.98612,Private room,125,1,1
SoHo,40.71972,-73.99986,Private room,135,2,125
SoHo,40.72294,-73.99869,Entire home/apt,650,2,3
Greenwich Village,40.73405,-73.99725,Entire home/apt,199,4,3
East Harlem,40.78749,-73.9504,Private room,70,1,4
Harlem,40.8292,-73.94874,Private room,85,4,0
Gramercy,40.73409,-73.98559,Entire home/apt,200,30,38
Upper East Side,40.76263,-73.96881,Entire home/apt,265,6,33
Marble Hill,40.87665,-73.90855,Entire home/apt,131,3,43
Kips Bay,40.73879,-73.97994,Private room,134,3,139
Financial District,40.70776,-74.00477,Entire home/apt,174,29,0
West Village,40.73664,-74.00567,Entire home/apt,125,3,38
Upper East Side,40.78069,-73.95149,Entire home/apt,120,3,8
Lower East Side,40.71978,-73.98643,Entire home/apt,224,2,12
Midtown,40.74439,-73.98329,Entire home/apt,275,30,39
Upper East Side,40.77571,-73.94803,Private room,119,1,120
Hell's Kitchen,40.7627,-73.98837,Private room,80,3,42
Greenwich Village,40.72927,-74.00003,Entire home/apt,146,30,1
Inwood,40.87079,-73.91961,Private room,70,1,7
Upper West Side,40.78133,-73.98132,Private room,305,1,0
West Village,40.72994,-74.00456,Entire home/apt,275,3,2
Financial District,40.70861,-74.00479,Entire home/apt,137,29,0
Harlem,40.82461,-73.95269,Private room,60,2,0
Upper East Side,40.76141,-73.96376,Entire home/apt,117,30,7
Lower East Side,40.71875,-73.98349,Private room,60,2,2
Nolita,40.72057,-73.99462,Private room,89,12,3
Murray Hill,40.75017,-73.97684,Entire home/apt,175,30,0
Chinatown,40.71809,-73.99655,Private room,200,3,0
Chinatown,40.71582,-73.99902,Entire home/apt,119,1,49
Lower East Side,40.71969,-73.99287,Entire home/apt,250,3,107
East Village,40.7293,-73.98283,Private room,100,3,1
Lower East Side,40.71987,-73.98641,Entire home/apt,150,1,32
East Harlem,40.79491,-73.94162,Entire home/apt,400,3,7
Hell's Kitchen,40.7602,-73.998,Entire home/apt,748,30,0
Chelsea,40.74147,-73.99908,Private room,100,4,0
East Village,40.72872,-73.98098,Entire home/apt,250,2,29
Chelsea,40.74574,-73.99226,Entire home/apt,900,3,13
Hell's Kitchen,40.7616,-73.99368,Entire home/apt,400,2,19
East Village,40.72912,-73.97854,Entire home/apt,390,7,0
East Harlem,40.79339,-73.93784,Private room,150,1,0
Upper East Side,40.78171,-73.94617,Entire home/apt,99,30,6
Theater District,40.7575,-73.98728,Private room,100,1,0
Lower East Side,40.71526,-73.98484,Entire home/apt,118,1,6
Hell's Kitchen,40.76526,-73.99096,Entire home/apt,299,1,0
East Village,40.72249,-73.98145,Entire home/apt,180,2,24
Kips Bay,40.74365,-73.97928,Entire home/apt,220,3,0
SoHo,40.72527,-74.00043,Private room,105,1,18
Upper West Side,40.78627,-73.97112,Entire home/apt,199,28,17
Chinatown,40.71521,-73.99606,Private room,91,1,1
SoHo,40.72731,-74.00472,Entire home/apt,350,3,74
Harlem,40.80025,-73.95519,Entire home/apt,295,3,32
SoHo,40.72207,-73.99751,Entire home/apt,173,5,2
Kips Bay,40.73972,-73.97839,Private room,58,5,0
Hell's Kitchen,40.76232,-73.99285,Private room,110,7,1
Midtown,40.75893,-73.96751,Entire home/apt,290,4,1
Financial District,40.70333,-74.00959,Entire home/apt,240,10,10
Harlem,40.80724,-73.94739,Entire home/apt,170,1,1
NoHo,40.72773,-73.99134,Private room,130,2,115
Midtown,40.75238,-73.96653,Entire home/apt,737,3,2
Chelsea,40.73932,-73.99032,Entire home/apt,300,1,0
Upper East Side,40.77949,-73.94973,Entire home/apt,150,6,11
Harlem,40.82291,-73.95172,Private room,65,2,80
East Village,40.72475,-73.98345,Private room,120,3,1
Lower East Side,40.71571,-73.98699,Entire home/apt,85,35,0
Washington Heights,40.8392,-73.94216,Entire home/apt,120,1,76
Washington Heights,40.83892,-73.94265,Entire home/apt,120,3,4
Roosevelt Island,40.76168,-73.95059,Private room,60,2,1
Hell's Kitchen,40.76564,-73.98759,Entire home/apt,195,3,30
Chinatown,40.71672,-73.99184,Entire home/apt,130,2,101
Harlem,40.80044,-73.95139,Private room,50,28,12
Upper East Side,40.76982,-73.95697,Entire home/apt,89,30,11
Harlem,40.8242,-73.95106,Entire home/apt,112,30,0
Washington Heights,40.84427,-73.93742,Private room,52,1,1
Kips Bay,40.74053,-73.97874,Entire home/apt,273,30,0
Lower East Side,40.71937,-73.99202,Private room,65,7,9
Midtown,40.75454,-73.97083,Entire home/apt,103,6,0
East Village,40.72995,-73.98135,Entire home/apt,200,1,101
West Village,40.7341,-74.00434,Entire home/apt,814,3,31
Harlem,40.82086,-73.95119,Private room,60,3,1
Midtown,40.76003,-73.96969,Entire home/apt,180,30,0
Hell's Kitchen,40.75803,-73.99853,Entire home/apt,285,3,0
Upper East Side,40.77263,-73.95567,Entire home/apt,117,30,0
Upper East Side,40.77253,-73.95789,Entire home/apt,120,1,9
Washington Heights,40.83568,-73.94457,Private room,40,31,2
Chelsea,40.73924,-73.99825,Entire home/apt,150,2,4
Upper East Side,40.77608,-73.94665,Entire home/apt,180,2,15
Harlem,40.82291,-73.94256,Entire home/apt,119,7,6
Tribeca,40.71433,-74.01073,Entire home/apt,323,30,0
Lower East Side,40.71804,-73.98565,Entire home/apt,200,7,4
Murray Hill,40.74883,-73.9752,Entire home/apt,200,29,0
Midtown,40.75828,-73.96286,Entire home/apt,220,1,116
Harlem,40.80953,-73.9541,Private room,60,1,0
East Village,40.72759,-73.98619,Entire home/apt,140,1,31
East Village,40.72314,-73.98066,Private room,100,1,1
Upper East Side,40.77883,-73.95498,Entire home/apt,185,30,1
Upper West Side,40.78361,-73.9732,Entire home/apt,225,10,14
Midtown,40.76316,-73.98109,Entire home/apt,1500,1,0
Washington Heights,40.84457,-73.94065,Private room,60,1,34
Midtown,40.75068,-73.98177,Entire home/apt,136,30,9
East Village,40.72428,-73.97957,Entire home/apt,500,4,1
Upper West Side,40.78663,-73.97844,Private room,100,1,14
Inwood,40.86794,-73.92792,Entire home/apt,100,15,0
East Village,40.72753,-73.98285,Entire home/apt,399,4,3
Midtown,40.75402,-73.96724,Entire home/apt,714,28,0
Hell's Kitchen,40.76629,-73.986,Entire home/apt,236,30,0
Financial District,40.70621,-74.01525,Entire home/apt,225,4,27
Upper West Side,40.78779,-73.96881,Entire home/apt,65,3,9
Greenwich Village,40.73016,-74.00137,Private room,95,1,9
Hell's Kitchen,40.7661,-73.99053,Entire home/apt,295,3,0
Nolita,40.72246,-73.99549,Entire home/apt,228,2,29
Harlem,40.80126,-73.95037,Private room,70,5,0
SoHo,40.72667,-74.00179,Entire home/apt,164,2,2
Roosevelt Island,40.76301,-73.94959,Private room,85,3,34
Murray Hill,40.7465,-73.97734,Private room,85,5,2
Financial District,40.70742,-74.01544,Entire home/apt,200,30,1
Kips Bay,40.74063,-73.98205,Entire home/apt,325,30,155
Harlem,40.80344,-73.95513,Entire home/apt,183,2,3
Upper East Side,40.76102,-73.96431,Entire home/apt,210,5,3
Harlem,40.81703,-73.9525,Private room,64,2,8
Flatiron District,40.74207,-73.99094,Entire home/apt,175,25,49
Harlem,40.82935,-73.94255,Private room,54,2,72
Midtown,40.7518,-73.97074,Entire home/apt,220,30,0
Upper West Side,40.77578,-73.98923,Entire home/apt,255,30,5
Financial District,40.7069,-74.01388,Private room,95,2,6
East Village,40.72935,-73.98056,Entire home/apt,140,4,3
Harlem,40.81835,-73.94138,Private room,50,1,2
Hell's Kitchen,40.76168,-73.99061,Entire home/apt,99,30,12
West Village,40.73009,-74.00222,Private room,93,1,0
Washington Heights,40.83901,-73.93802,Entire home/apt,199,2,18
Financial District,40.70747,-74.00436,Entire home/apt,222,29,0
Harlem,40.81882,-73.9468,Entire home/apt,77,1,1
Upper East Side,40.77134,-73.94832,Entire home/apt,170,2,1
East Harlem,40.80174,-73.93925,Private room,69,2,60
Tribeca,40.72274,-74.00807,Entire home/apt,375,5,3
Harlem,40.82044,-73.93605,Private room,100,1,0
Upper East Side,40.77681,-73.95123,Private room,120,2,4
Washington Heights,40.84594,-73.94039,Private room,65,2,0
Upper East Side,40.7608,-73.96032,Entire home/apt,249,30,0
Hell's Kitchen,40.76035,-73.99679,Entire home/apt,285,30,0
Hell's Kitchen,40.76148,-73.99489,Private room,350,1,0
Murray Hill,40.74544,-73.9748,Entire home/apt,83,30,1
Washington Heights,40.85529,-73.9398,Entire home/apt,175,3,5
Upper West Side,40.80088,-73.96194,Private room,115,2,72
Upper East Side,40.77462,-73.95461,Private room,105,1,239
Harlem,40.80474,-73.95527,Entire home/apt,150,2,0
Harlem,40.82166,-73.94635,Entire home/apt,350,4,17
Harlem,40.8236,-73.94743,Private room,80,4,2
Upper East Side,40.77223,-73.95082,Entire home/apt,350,4,0
Hell's Kitchen,40.76256,-73.9904,Entire home/apt,390,3,3
SoHo,40.72655,-74.00466,Entire home/apt,200,2,0
Harlem,40.80339,-73.95167,Private room,71,2,64
Upper East Side,40.76162,-73.96588,Entire home/apt,138,30,2
Kips Bay,40.74,-73.97936,Entire home/apt,142,30,9
Midtown,40.76459,-73.98167,Private room,395,2,0
West Village,40.73778,-74.00287,Entire home/apt,350,2,16
Hell's Kitchen,40.76543,-73.99154,Private room,100,4,117
Lower East Side,40.71835,-73.99138,Private room,65,1,178
East Harlem,40.8136,-73.93606,Entire home/apt,150,2,39
Upper West Side,40.79988,-73.9612,Private room,45,27,0
Upper West Side,40.77799,-73.9782,Entire home/apt,250,4,15
Nolita,40.72225,-73.99473,Entire home/apt,140,2,44
Upper East Side,40.76762,-73.95693,Entire home/apt,210,3,3
Lower East Side,40.71284,-73.99066,Entire home/apt,300,2,0
Upper East Side,40.78165,-73.94647,Entire home/apt,110,30,7
Lower East Side,40.70987,-73.98689,Shared room,35,14,0
