id,room_type,price,minimum_nights,number_of_reviews
969,Entire home/apt,690,1,0
970,Entire home/apt,100,30,5
971,Private room,100,2,151
972,Private room,95,5,8
973,Entire home/apt,239,7,0
974,Entire home/apt,90,1,2
975,Private room,99,2,1
976,Entire home/apt,298,4,5
977,Private room,110,3,73
978,Entire home/apt,200,7,0
979,Entire home/apt,55,10,23
980,Entire home/apt,305,1,0
981,Private room,92,3,153
982,Private room,125,30,0
983,Private room,200,3,63
984,Private room,500,1,10
985,Entire home/apt,150,30,10
986,Entire home/apt,249,2,2
987,Entire home/apt,800,4,0
988,Private room,125,1,13
989,Entire home/apt,86,2,18
990,Private room,100,1,10
991,Entire home/apt,300,3,5
992,Private room,105,2,15
993,Private room,99,3,0
994,Entire home/apt,240,3,1
995,Private room,60,3,9
996,Entire home/apt,459,2,1
997,Entire home/apt,225,30,7
998,Entire home/apt,157,2,1
999,Private room,67,5,114
1000,Entire home/apt,650,1,4
1001,Private room,80,1,23
1002,Entire home/apt,120,3,3
1003,Entire home/apt,280,3,1
1004,Entire home/apt,175,31,3
1005,Private room,60,3,8
1006,Entire home/apt,155,2,3
1007,Private room,69,1,1
1008,Entire home/apt,200,30,2
1009,Private room,45,1,41
1010,Entire home/apt,250,5,10
1011,Entire home/apt,220,3,53
1012,Private room,126,2,24
1013,Entire home/apt,255,30,0
1014,Private room,102,3,2
1015,Entire home/apt,152,2,14
1016,Entire home/apt,105,30,27
1017,Entire home/apt,199,4,122
1018,Private room,80,1,161
1019,Private room,159,3,173
1020,Private room,150,3,7
1021,Entire home/apt,250,2,2
1022,Private room,105,3,3
1023,Entire home/apt,220,4,7
1024,Private room,69,1,2
1025,Entire home/apt,119,1,13
1026,Private room,99,3,36
1027,Private room,100,1,1
1028,Private room,80,4,6
1029,Private room,45,3,81
1030,Entire home/apt,2750,2,2
1031,Entire home/apt,449,3,67
1032,Private room,199,1,19
1033,Private room,110,4,4
1034,Entire home/apt,240,30,0
1035,Entire home/apt,70,1,0
1036,Entire home/apt,250,6,15
1037,Entire home/apt,115,2,6
1038,Entire home/apt,225,2,0
1039,Private room,99,35,37
1040,Entire home/apt,167,2,27
1041,Entire home/apt,150,5,0
1042,Private room,430,1,0
1043,Private room,85,2,73
1044,Private room,260,1,10
1045,Private room,55,3,67
1046,Private room,69,1,3
1047,Entire home/apt,410,30,0
1048,Entire home/apt,189,30,3
1049,Entire home/apt,499,30,0
1050,Entire home/apt,175,4,4
1051,Private room,75,2,1
1052,Private room,139,1,21
1053,Entire home/apt,115,5,5
1054,Entire home/apt,250,1,1
1055,Entire home/apt,330,30,2
1056,Entire home/apt,229,30,0
1057,Entire home/apt,150,2,1
1058,Private room,80,1,1
1059,Entire home/apt,175,3,30
1060,Entire home/apt,156,2,3
1061,Private room,113,1,16
1062,Entire home/apt,160,2,30
1063,Private room,450,3,106
1064,Entire home/apt,155,1,4
1065,Entire home/apt,175,30,0
1066,Entire home/apt,325,2,84
1067,Private room,130,2,0
1068,Entire home/apt,212,1,12
1069,Entire home/apt,339,20,0
1070,Private room,119,5,7
1071,Entire home/apt,155,5,54
1072,Entire home/apt,148,7,2
1073,Entire home/apt,300,3,16
1074,Private room,60,3,3
1075,Private room,69,5,5
1076,Entire home/apt,199,2,10
1077,Entire home/apt,250,2,123
1078,Entire home/apt,160,5,11
1079,Entire home/apt,185,5,227
1080,Private room,50,1,0
1081,Entire home/apt,99,30,138
1082,Entire home/apt,800,20,1
1083,Private room,187,1,16
1084,Private room,80,1,13
1085,Private room,129,3,0
1086,Private room,165,1,11
1087,Entire home/apt,250,5,1
1088,Entire home/apt,250,3,70
1089,Entire home/apt,90,1,7
1090,Entire home/apt,250,2,35
1091,Entire home/apt,165,30,0
1092,Private room,100,5,3
1093,Private room,50,1,0
1094,Entire home/apt,144,3,60
1095,Private room,110,3,0
1096,Entire home/apt,400,1,11
1097,Private room,83,2,18
1098,Entire home/apt,85,3,9
1099,Entire home/apt,125,2,35
1100,Entire home/apt,275,3,8
1101,Entire home/apt,147,30,0
1102,Entire home/apt,125,1,33
1103,Private room,55,30,1
1104,Private room,195,2,61
1105,Entire home/apt,220,3,24
1106,Entire home/apt,155,1,6
1107,Entire home/apt,201,2,8
1108,Entire home/apt,150,2,21
1109,Private room,120,4,3
1110,Entire home/apt,574,3,142
1111,Private room,40,2,0
1112,Entire home/apt,550,4,0
1113,Entire home/apt,220,3,7
1114,Entire home/apt,194,6,8
1115,Entire home/apt,79,5,17
1116,Private room,709,3,8
1117,Entire home/apt,199,365,1
1118,Private room,90,2,29
1119,Entire home/apt,250,3,68
1120,Private room,40,6,0
1121,Private room,85,1,0
1122,Entire home/apt,199,2,4
1123,Entire home/apt,113,5,4
1124,Entire home/apt,75,30,1
1125,Private room,105,2,1
1126,Entire home/apt,249,1,31
1127,Entire home/apt,179,30,6
1128,Entire home/apt,250,30,0
1129,Entire home/apt,249,4,0
1130,Entire home/apt,250,3,14
1131,Private room,70,1,0
1132,Shared room,50,3,0
1133,Entire home/apt,195,1,2
1134,Entire home/apt,100,1,0
1135,Private room,125,6,7
1136,Entire home/apt,350,2,29
1137,Private room,300,3,9
1138,Private room,127,3,43
1139,Private room,110,3,57
1140,Entire home/apt,550,4,30
1141,Entire home/apt,225,3,0
1142,Private room,90,3,6
1143,Private room,95,1,5
1144,Entire home/apt,100,1,19
1145,Private room,60,3,5
1146,Private room,99,2,10
1147,Private room,61,2,2
1148,Entire home/apt,250,4,48
1149,Entire home/apt,225,1,12
1150,Entire home/apt,199,2,5
1151,Entire home/apt,270,5,8
1152,Entire home/apt,150,30,3
1153,Private room,79,30,5
1154,Entire home/apt,245,1,0
1155,Entire home/apt,145,2,0
1156,Entire home/apt,150,4,212
1157,Entire home/apt,200,4,26
1158,Private room,70,43,17
1159,Entire home/apt,300,1,1
1160,Private room,60,2,3
1161,Entire home/apt,99,5,51
1162,Entire home/apt,175,1,19
1163,Entire home/apt,215,3,74
1164,Private room,149,1,60
1165,Entire home/apt,159,1,29
1166,Private room,100,4,3
1167,Entire home/apt,140,4,0
1168,Private room,80,1,8
1169,Private room,40,1,3
1170,Private room,199,1,182
1171,Entire home/apt,150,1,86
1172,Private room,85,2,2
1173,Entire home/apt,255,1,197
1174,Entire home/apt,210,3,0
1175,Private room,60,7,31
1176,Entire home/apt,150,4,16
1177,Private room,225,7,0
1178,Entire home/apt,150,2,11
1179,Private room,75,1,4
1180,Entire home/apt,180,3,3
1181,Shared room,105,2,56
1182,Entire home/apt,1300,3,0
1183,Private room,40,2,11
1184,Entire home/apt,68,30,0
1185,Private room,99,5,10
1186,Private room,80,1,4
1187,Entire home/apt,135,30,0
1188,Entire home/apt,88,1,12
1189,Entire home/apt,300,1,18
1190,Entire home/apt,195,30,2
1191,Entire home/apt,180,30,5
1192,Private room,35,14,2
1193,Entire home/apt,200,4,1
1194,Entire home/apt,399,30,0
1195,Entire home/apt,135,7,0
1196,Private room,50,7,7
1197,Entire home/apt,140,1,1
1198,Entire home/apt,899,1,12
1199,Entire home/apt,185,3,0
1200,Private room,215,3,7
1201,Entire home/apt,399,4,2
1202,Entire home/apt,499,1,0
1203,Entire home/apt,268,30,0
1204,Entire home/apt,204,1,16
1205,Entire home/apt,115,3,0
1206,Entire home/apt,200,3,1
1207,Entire home/apt,250,4,0
1208,Private room,65,3,0
1209,Entire home/apt,349,3,15
1210,Entire home/apt,300,2,0
1211,Entire home/apt,339,30,0
1212,Private room,39,1,11
1213,Private room,75,4,82
1214,Entire home/apt,120,35,0
1215,Private room,80,1,1
1216,Private room,100,2,155
1217,Private room,70,1,24
1218,Entire home/apt,175,2,6
1219,Entire home/apt,600,1,3
1220,Entire home/apt,568,2,43
1221,Entire home/apt,120,1,0
1222,Private room,79,1,43
1223,Private room,80,3,0
1224,Private room,110,1,0
1225,Private room,125,1,90
1226,Entire home/apt,175,8,0
1227,Private room,16,1,143
1228,Entire home/apt,105,3,16
1229,Entire home/apt,275,31,52
1230,Entire home/apt,99,1,1
1231,Entire home/apt,150,1,0
1232,Entire home/apt,150,30,14
1233,Private room,150,1,1
1234,Private room,89,1,54
1235,Private room,200,2,35
1236,Private room,69,4,7
1237,Entire home/apt,175,31,1
1238,Entire home/apt,300,4,4
1239,Private room,50,5,1
1240,Entire home/apt,110,1,1
1241,Entire home/apt,150,2,41
1242,Entire home/apt,399,3,1
1243,Private room,85,3,4
1244,Entire home/apt,329,2,242
1245,Entire home/apt,250,4,7
1246,Entire home/apt,200,5,48
1247,Entire home/apt,180,3,85
1248,Entire home/apt,55,2,19
1249,Private room,70,1,12
1250,Private room,100,2,0
1251,Private room,200,1,0
1252,Entire home/apt,175,80,11
1253,Private room,75,5,0
1254,Entire home/apt,185,2,1
1255,Entire home/apt,140,3,8
1256,Private room,60,2,15
1257,Entire home/apt,200,2,1
1258,Entire home/apt,199,185,3
1259,Private room,65,3,3
1260,Private room,85,1,1
1261,Entire home/apt,104,30,133
1262,Private room,150,1,0
1263,Entire home/apt,299,30,0
1264,Private room,105,5,3
1265,Entire home/apt,200,5,3
1266,Entire home/apt,100,7,0
1267,Private room,40,1,1
1268,Private room,69,2,3
1269,Entire home/apt,200,1,6
1270,Entire home/apt,196,1,0
1271,Entire home/apt,160,4,59
1272,Entire home/apt,120,25,12
1273,Private room,65,3,1
1274,Private room,100,3,0
1275,Private room,48,3,1
1276,Private room,49,4,12
1277,Entire home/apt,105,1,21
1278,Private room,110,5,1
1279,Entire home/apt,225,1,4
1280,Private room,90,3,32
1281,Private room,109,3,3
1282,Private room,80,30,0
1283,Private room,70,3,18
1284,Entire home/apt,300,2,0
1285,Private room,87,7,36
1286,Entire home/apt,300,2,0
1287,Private room,170,20,0
1288,Entire home/apt,116,4,78
1289,Private room,85,1,5
1290,Entire home/apt,299,2,3
1291,Entire home/apt,350,2,18
1292,Private room,75,3,14
1293,Entire home/apt,125,3,4
1294,Private room,75,1,56
1295,Entire home/apt,159,3,1
1296,Entire home/apt,150,14,12
1297,Entire home/apt,225,3,0
1298,Private room,93,30,26
1299,Entire home/apt,225,1,27
1300,Private room,50,3,0
1301,Entire home/apt,200,3,7
1302,Private room,70,1,1
1303,Private room,99,3,5
1304,Private room,75,3,21
1305,Private room,100,5,0
1306,Shared room,59,2,51
1307,Entire home/apt,215,30,15
1308,Entire home/apt,170,130,6
1309,Private room,65,1,62
1310,Private room,90,7,1
1311,Entire home/apt,175,3,8
1312,Entire home/apt,186,1,2
1313,Entire home/apt,559,3,16
1314,Entire home/apt,162,2,10
1315,Entire home/apt,300,2,3
1316,Entire home/apt,150,7,5
1317,Private room,350,1,6
1318,Entire home/apt,174,2,20
1319,Entire home/apt,195,30,21
1320,Private room,96,3,5
1321,Entire home/apt,243,7,5
1322,Entire home/apt,229,2,244
1323,Private room,125,1,45
1324,Private room,80,1,0
1325,Entire home/apt,179,29,0
1326,Entire home/apt,300,11,0
1327,Entire home/apt,615,2,14
1328,Entire home/apt,298,3,0
1329,Private room,100,6,3
1330,Private room,69,3,0
1331,Entire home/apt,200,30,0
1332,Private room,60,1,112
1333,Entire home/apt,145,7,13
1334,Entire home/apt,125,2,12
1335,Entire home/apt,199,2,26
1336,Private room,75,1,1
1337,Entire home/apt,450,1,3
1338,Entire home/apt,150,1,6
1339,Private room,83,3,37
1340,Entire home/apt,150,4,7
1341,Entire home/apt,175,1,26
1342,Entire home/apt,395,4,45
1343,Entire home/apt,160,3,45
1344,Private room,85,2,126
1345,Entire home/apt,172,3,9
1346,Private room,75,1,2
1347,Entire home/apt,150,3,55
1348,Private room,110,1,3
1349,Entire home/apt,125,30,90
1350,Entire home/apt,280,3,109
1351,Entire home/apt,612,3,8
1352,Entire home/apt,302,30,1
1353,Entire home/apt,140,7,0
1354,Entire home/apt,225,1,0
1355,Entire home/apt,250,1,7
1356,Private room,120,4,4
1357,Entire home/apt,226,1,0
1358,Private room,115,1,56
1359,Entire home/apt,209,30,0
1360,Entire home/apt,350,3,13
1361,Private room,49,3,1
1362,Entire home/apt,199,1,0
1363,Entire home/apt,195,3,11
1364,Entire home/apt,275,3,9
1365,Private room,70,1,3
1366,Entire home/apt,149,4,9
1367,Entire home/apt,315,5,3
1368,Entire home/apt,145,3,33
1369,Entire home/apt,400,2,12
1370,Entire home/apt,147,2,5
1371,Private room,100,2,4
1372,Entire home/apt,256,3,20
1373,Private room,77,3,179
1374,Entire home/apt,225,1,9
1375,Private room,82,3,103
1376,Entire home/apt,150,2,5
1377,Entire home/apt,235,1,11
1378,Entire home/apt,575,30,0
1379,Private room,79,5,188
1380,Entire home/apt,150,2,207
1381,Private room,100,1,80
1382,Private room,300,3,2
1383,Private room,100,4,15
1384,Entire home/apt,155,1,31
1385,Entire home/apt,150,60,15
1386,Entire home/apt,200,7,14
1387,Private room,26,2,9
1388,Private room,80,30,12
1389,Entire home/apt,500,5,0
1390,Entire home/apt,120,30,10
1391,Entire home/apt,185,1,0
1392,Entire home/apt,600,30,0
1393,Entire home/apt,350,1,86
1394,Private room,70,1,9
1395,Private room,90,1,0
1396,Private room,95,2,73
1397,Entire home/apt,159,3,4
1398,Private room,75,30,5
1399,Private room,150,1,8
1400,Entire home/apt,110,90,5
1401,Private room,30,1,3
1402,Entire home/apt,147,3,6
1403,Private room,100,2,74
1404,Entire home/apt,125,30,10
1405,Entire home/apt,120,6,25
1406,Entire home/apt,95,15,1
1407,Entire home/apt,100,3,30
1408,Private room,115,3,0
1409,Private room,100,5,1
1410,Entire home/apt,170,5,27
1411,Entire home/apt,2000,1,59
1412,Entire home/apt,200,5,85
1413,Entire home/apt,145,2,4
1414,Private room,86,3,1
1415,Entire home/apt,385,30,0
1416,Shared room,85,2,46
1417,Entire home/apt,229,5,19
1418,Private room,120,6,21
1419,Entire home/apt,285,7,5
1420,Private room,55,1,60
1421,Private room,175,2,2
1422,Private room,145,1,2
1423,Private room,60,1,3
1424,Entire home/apt,335,30,0
1425,Entire home/apt,150,30,0
1426,Private room,80,2,1
1427,Entire home/apt,126,4,7
1428,Entire home/apt,350,1,10
1429,Entire home/apt,409,1,0
1430,Private room,110,2,11
1431,Entire home/apt,299,3,15
1432,Entire home/apt,227,1,100
1433,Private room,199,3,65
1434,Entire home/apt,185,31,2
1435,Entire home/apt,450,3,7
1436,Private room,65,1,2
1437,Private room,155,2,42
1438,Entire home/apt,109,1,0
1439,Entire home/apt,218,2,32
1440,Entire home/apt,200,30,0
1441,Private room,65,30,0
1442,Private room,77,1,2
1443,Private room,120,4,12
1444,Entire home/apt,150,2,11
1445,Entire home/apt,220,2,19
1446,Entire home/apt,154,30,5
1447,Entire home/apt,170,30,0
1448,Private room,240,14,13
1449,Private room,70,2,41
1450,Entire home/apt,265,3,16
1451,Private room,75,1,60
1452,Entire home/apt,250,4,25
1453,Entire home/apt,200,30,1
1454,Entire home/apt,263,30,0
1455,Entire home/apt,150,280,0
1456,Entire home/apt,150,1,0
1457,Entire home/apt,90,1,8
1458,Private room,675,4,8
1459,Private room,100,2,28
1460,Entire home/apt,175,4,0
1461,Private room,70,2,0
1462,Private room,70,1,0
1463,Private room,100,3,18
1464,Private room,40,5,0
1465,Private room,75,1,2
1466,Entire home/apt,459,3,0
1467,Entire home/apt,299,1,4
1468,Entire home/apt,115,6,5
1469,Private room,50,1,0
1470,Entire home/apt,375,3,11
1471,Private room,95,2,1
1472,Entire home/apt,210,30,2
1473,Private room,50,3,7
1474,Entire home/apt,400,3,78
1475,Private room,68,2,22
1476,Private room,90,3,21
1477,Entire home/apt,160,3,44
1478,Entire home/apt,195,2,26
1479,Private room,1500,1,0
1480,Private room,75,1,15
1481,Entire home/apt,199,2,21
1482,Entire home/apt,130,2,7
1483,Entire home/apt,90,2,3
1484,Private room,125,3,67
1485,Shared room,69,1,4
1486,Entire home/apt,120,1,0
1487,Entire home/apt,150,3,12
1488,Private room,55,6,17
1489,Private room,110,1,1
1490,Private room,300,3,3
1491,Entire home/apt,225,2,0
1492,Entire home/apt,100,30,0
1493,Entire home/apt,282,30,70
1494,Private room,75,4,0
1495,Private room,125,30,0
1496,Entire home/apt,160,1,0
1497,Private room,79,95,38
1498,Entire home/apt,150,7,5
1499,Entire home/apt,600,4,2
1500,Private room,150,30,0
1501,Entire home/apt,110,3,1
1502,Entire home/apt,106,5,29
1503,Entire home/apt,450,1,1
1504,Private room,70,30,1
1505,Private room,34,1,17
1506,Entire home/apt,80,1,6
1507,Entire home/apt,254,30,0
1508,Entire home/apt,250,3,0
1509,Entire home/apt,238,4,3
1510,Entire home/apt,125,3,3
1511,Private room,75,2,6
1512,Private room,59,5,4
1513,Entire home/apt,700,4,14
1514,Entire home/apt,395,7,1
1515,Entire home/apt,249,3,41
1516,Private room,119,2,23
1517,Private room,80,3,52
1518,Entire home/apt,350,30,0
1519,Entire home/apt,186,1,443
1520,Entire home/apt,400,2,0
1521,Entire home/apt,170,2,1
1522,Entire home/apt,100,3,6
1523,Entire home/apt,299,1,5
1524,Private room,70,2,13
1525,Entire home/apt,210,2,84
1526,Private room,95,2,88
1527,Entire home/apt,250,1,0
1528,Entire home/apt,250,3,28
1529,Entire home/apt,179,3,1
1530,Entire home/apt,220,5,4
1531,Entire home/apt,439,30,0
1532,Entire home/apt,330,1,2
1533,Private room,129,4,23
1534,Entire home/apt,250,1,0
1535,Private room,98,5,0
1536,Shared room,75,2,3
1537,Private room,95,1,79
1538,Private room,100,3,62
1539,Shared room,45,15,48
1540,Entire home/apt,200,1,8
1541,Entire home/apt,375,1,8
1542,Entire home/apt,124,30,79
1543,Entire home/apt,500,19,0
1544,Entire home/apt,125,30,92
1545,Entire home/apt,109,30,1
1546,Entire home/apt,283,3,0
1547,Entire home/apt,130,30,0
1548,Entire home/apt,70,4,3
1549,Entire home/apt,270,3,1
1550,Entire home/apt,448,2,137
1551,Entire home/apt,149,3,4
1552,Entire home/apt,170,3,2
1553,Entire home/apt,245,30,1
1554,Entire home/apt,225,2,11
1555,Private room,105,2,20
1556,Private room,178,1,145
1557,Entire home/apt,203,1,1
1558,Entire home/apt,400,38,0
1559,Private room,180,1,0
1560,Entire home/apt,212,2,307
1561,Private room,79,6,0
1562,Entire home/apt,350,3,0
1563,Entire home/apt,270,2,19
1564,Entire home/apt,175,2,297
1565,Entire home/apt,280,6,0
1566,Entire home/apt,260,2,16
1567,Entire home/apt,220,7,0
1568,Entire home/apt,150,7,9
1569,Shared room,69,1,3
1570,Private room,128,2,71
1571,Shared room,69,5,0
1572,Private room,80,14,0
1573,Private room,85,6,3
1574,Entire home/apt,110,1,116
1575,Entire home/apt,250,5,2
1576,Private room,70,1,15
1577,Entire home/apt,100,1,19
1578,Entire home/apt,265,3,6
1579,Entire home/apt,169,7,41
1580,Entire home/apt,279,29,24
1581,Entire home/apt,300,2,60
1582,Entire home/apt,86,5,4
1583,Private room,66,2,14
1584,Private room,75,1,1
1585,Private room,50,2,60
1586,Entire home/apt,135,2,11
1587,Entire home/apt,100,1,0
1588,Private room,71,1,4
1589,Entire home/apt,160,3,5
1590,Private room,62,15,5
1591,Entire home/apt,250,7,2
1592,Entire home/apt,150,2,30
1593,Private room,70,1,1
1594,Entire home/apt,260,3,27
1595,Entire home/apt,150,1,0
1596,Entire home/apt,299,5,5
1597,Entire home/apt,134,3,1
1598,Entire home/apt,163,30,1
1599,Private room,110,2,15
1600,Entire home/apt,145,3,6
1601,Entire home/apt,299,19,17
1602,Entire home/apt,299,14,4
1603,Entire home/apt,179,20,130
1604,Private room,180,3,5
1605,Private room,300,1,14
1606,Entire home/apt,170,2,1
1607,Private room,99,4,36
1608,Private room,99,3,26
1609,Entire home/apt,100,5,1
1610,Private room,75,1,0
1611,Entire home/apt,170,1,4
1612,Entire home/apt,199,3,64
1613,Entire home/apt,89,30,0
1614,Entire home/apt,100,2,11
1615,Private room,89,1,68
1616,Entire home/apt,289,2,41
1617,Entire home/apt,250,30,13
1618,Entire home/apt,140,3,105
1619,Entire home/apt,200,3,0
1620,Private room,100,2,2
1621,Entire home/apt,150,3,7
1622,Private room,55,3,56
1623,Entire home/apt,150,2,6
1624,Private room,60,5,85
1625,Entire home/apt,160,30,0
1626,Entire home/apt,400,1,11
1627,Private room,38,2,2
1628,Private room,393,2,7
1629,Entire home/apt,200,4,18
1630,Private room,100,1,91
1631,Private room,115,1,5
1632,Entire home/apt,180,5,7
1633,Private room,60,3,0
1634,Entire home/apt,80,30,5
1635,Entire home/apt,157,1,0
1636,Entire home/apt,175,31,1
1637,Entire home/apt,120,5,0
