age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
38,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K
33,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,40,<=50K
57,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,<=50K
56,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,40,<=50K
36,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,44,<=50K
24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,44,<=50K
56,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,35,<=50K
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Sales,Other-relative,Black,Female,25,<=50K
28,Private,Bachelors,Never-married,Tech-support,Not-in-family,Black,Male,30,<=50K
38,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,36,<=50K
49,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K
44,Local-gov,12th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K
52,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,40,<=50K
60,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
46,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K
28,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,20,<=50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
26,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,<=50K
42,Local-gov,Some-college,Divorced,Tech-support,Unmarried,White,Female,32,<=50K
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,>50K
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,25,<=50K
35,Private,Bachelors,Never-married,Adm-clerical,Other-relative,White,Male,40,<=50K
39,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,55,<=50K
33,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,<=50K
41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
37,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,<=50K
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K
21,Self-emp-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,40,<=50K
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
43,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,<=50K
55,?,Masters,Married-civ-spouse,?,Husband,White,Male,50,>50K
27,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,40,<=50K
59,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,60,>50K
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,>50K
30,Private,Some-college,Separated,Sales,Unmarried,Black,Female,16,<=50K
39,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,<=50K
22,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,<=50K
53,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,30,>50K
43,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
36,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,40,<=50K
18,?,Some-college,Never-married,?,Own-child,White,Female,20,<=50K
46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
24,Private,HS-grad,Married-spouse-absent,Sales,Own-child,White,Female,36,<=50K
47,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,55,<=50K
57,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
19,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,35,<=50K
50,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,Black,Male,45,<=50K
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,>50K
23,Local-gov,Some-college,Separated,Exec-managerial,Unmarried,Black,Male,40,<=50K
40,Federal-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
32,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40,<=50K
49,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,40,<=50K
34,Private,9th,Separated,Farming-fishing,Unmarried,Black,Male,40,<=50K
34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,30,<=50K
37,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,<=50K
36,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
25,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,34,<=50K
34,Private,11th,Divorced,Other-service,Not-in-family,White,Female,70,<=50K
22,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K
25,?,Some-college,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,20,<=50K
39,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
49,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,55,>50K
59,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
43,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,20,<=50K
34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
30,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
80,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
52,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K
18,?,11th,Never-married,?,Own-child,White,Female,6,<=50K
31,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20,<=50K
25,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,40,<=50K
47,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,60,<=50K
22,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
31,Private,Assoc-voc,Never-married,Adm-clerical,Unmarried,Black,Female,40,<=50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,>50K
36,Private,12th,Never-married,Exec-managerial,Not-in-family,White,Male,50,<=50K
25,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,40,<=50K
23,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,<=50K
45,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,35,<=50K
49,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K
31,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,<=50K
50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,60,<=50K
24,?,Bachelors,Never-married,?,Own-child,White,Male,40,<=50K
27,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,40,<=50K
76,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,20,<=50K
22,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,15,<=50K
40,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,37,<=50K
45,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,51,<=50K
34,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,45,<=50K
32,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,10,<=50K
40,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
17,Private,HS-grad,Never-married,Sales,Own-child,White,Female,20,<=50K
56,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
24,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,25,<=50K
53,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,45,>50K
23,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,White,Female,40,<=50K
30,State-gov,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,40,<=50K
44,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
61,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
26,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K
44,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
36,Private,Some-college,Never-married,Protective-serv,Unmarried,Black,Female,40,<=50K
21,Private,9th,Never-married,Craft-repair,Own-child,White,Male,30,<=50K
33,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,40,<=50K
21,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,48,<=50K
34,Private,HS-grad,Divorced,Transport-moving,Own-child,White,Female,40,<=50K
42,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,47,<=50K
28,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,26,<=50K
57,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
17,Private,11th,Never-married,Other-service,Own-child,White,Male,20,<=50K
43,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
60,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K
25,Private,11th,Separated,Craft-repair,Own-child,White,Male,40,<=50K
46,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K
48,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
57,Private,10th,Widowed,Transport-moving,Not-in-family,White,Male,40,<=50K
26,Private,Some-college,Divorced,Adm-clerical,Own-child,White,Female,40,<=50K
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
49,Self-emp-inc,Some-college,Divorced,Sales,Not-in-family,White,Male,25,<=50K
55,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
33,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K
44,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,50,<=50K
41,?,HS-grad,Divorced,?,Not-in-family,White,Male,40,<=50K
38,Local-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K
76,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,8,<=50K
29,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,15,<=50K
65,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,>50K
37,Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,48,<=50K
17,Private,10th,Never-married,Other-service,Other-relative,White,Male,40,<=50K
30,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K
46,?,Masters,Married-civ-spouse,?,Husband,White,Male,20,>50K
18,Private,11th,Never-married,Craft-repair,Own-child,White,Male,30,<=50K
48,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,38,>50K
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,20,<=50K
57,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,<=50K
77,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,20,<=50K
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
27,Federal-gov,HS-grad,Never-married,Tech-support,Own-child,White,Female,40,<=50K
63,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
42,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,28,<=50K
36,Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K
22,?,HS-grad,Never-married,?,Other-relative,White,Female,40,<=50K
71,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,16,<=50K
27,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Other,Female,40,<=50K
27,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
38,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
29,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,<=50K
33,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
42,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,50,<=50K
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K
37,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,15,<=50K
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,>50K
40,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,50,<=50K
31,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K
36,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,>50K
33,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Male,65,<=50K
42,Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,40,<=50K
58,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,>50K
18,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Female,40,<=50K
49,Private,7th-8th,Never-married,Farming-fishing,Not-in-family,White,Male,40,<=50K
49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,60,<=50K
35,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40,<=50K
26,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,<=50K
29,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K
40,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Female,48,<=50K
35,?,11th,Separated,?,Not-in-family,White,Female,60,<=50K
33,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,38,<=50K
40,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,40,<=50K
42,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K
27,?,9th,Never-married,?,Own-child,White,Female,40,<=50K
24,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,25,<=50K
20,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,<=50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K
62,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
30,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,40,<=50K
35,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,60,<=50K
50,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K
44,Private,1st-4th,Married-civ-spouse,Transport-moving,Wife,White,Female,60,<=50K
33,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K
41,State-gov,Prof-school,Widowed,Prof-specialty,Not-in-family,Other,Female,52,>50K
29,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K
68,Private,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,Female,40,<=50K
41,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,>50K
57,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,45,<=50K
35,Self-emp-not-inc,10th,Married-civ-spouse,Other-service,Wife,White,Female,2,<=50K
20,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,40,<=50K
53,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,30,<=50K
24,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,15,<=50K
25,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Female,35,<=50K
25,Private,5th-6th,Never-married,Machine-op-inspct,Other-relative,White,Male,40,<=50K
61,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,6,<=50K
48,Self-emp-not-inc,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,40,>50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K
17,?,10th,Never-married,?,Own-child,White,Male,40,<=50K
62,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,<=50K
34,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,65,<=50K
56,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K
29,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,>50K
19,Without-pay,HS-grad,Never-married,Other-service,Own-child,White,Male,10,<=50K
22,?,Some-college,Never-married,?,Own-child,White,Male,36,<=50K
24,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,40,<=50K
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
29,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
57,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K
56,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K
20,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,24,<=50K
23,Private,Some-college,Never-married,Sales,Own-child,White,Male,25,<=50K
17,Self-emp-inc,10th,Never-married,Sales,Own-child,White,Male,15,<=50K
19,?,Some-college,Never-married,?,Own-child,White,Male,30,<=50K
35,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K
42,State-gov,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,Black,Male,40,<=50K
30,Private,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,40,<=50K
63,?,11th,Married-civ-spouse,?,Husband,White,Male,40,<=50K
51,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,80,>50K
20,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,20,<=50K
63,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Unmarried,White,Female,10,<=50K
31,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K
50,State-gov,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,>50K
25,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40,<=50K
37,Self-emp-inc,Bachelors,Never-married,Other-service,Not-in-family,White,Female,50,>50K
43,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,56,<=50K
26,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,40,<=50K
38,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,45,<=50K
