workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,income,age
Private,HS-grad,Married-civ-spouse,Sales,Wife,Black,Female,20,<=50K,25
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,33
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,48,<=50K,42
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,35,<=50K,23
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,
Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,45,<=50K,29
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,50,<=50K,
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,48,<=50K,38
Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,35,<=50K,47
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,<=50K,28
Self-emp-inc,Assoc-voc,Widowed,Prof-specialty,Unmarried,White,Male,20,<=50K,
Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K,33
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,75,>50K,37
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,38
Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,25
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,47
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,55,<=50K,46
Private,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,60,>50K,30
Self-emp-not-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,<=50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,35
Private,Bachelors,Widowed,Sales,Not-in-family,White,Female,30,<=50K,58
Self-emp-inc,Bachelors,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,15,>50K,
Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,55,<=50K,33
Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,<=50K,25
Local-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,25,<=50K,
Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,25,<=50K,32
Local-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,40,<=50K,22
Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,62
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,50
Private,Bachelors,Never-married,Exec-managerial,Other-relative,White,Female,40,<=50K,24
Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,75,<=50K,22
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,>50K,39
Local-gov,Some-college,Never-married,Protective-serv,Unmarried,Black,Female,40,<=50K,41
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,7th-8th,Never-married,Machine-op-inspct,Other-relative,White,Male,40,<=50K,34
Private,Some-college,Never-married,Sales,Own-child,White,Female,10,<=50K,18
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,<=50K,61
Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,>50K,61
Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,40,<=50K,19
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,<=50K,28
Private,11th,Never-married,Sales,Own-child,White,Female,20,<=50K,17
?,Some-college,Never-married,?,Own-child,White,Male,30,<=50K,21
Private,Some-college,Never-married,Sales,Own-child,White,Female,20,<=50K,20
Private,12th,Separated,Other-service,Unmarried,White,Female,35,<=50K,31
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,<=50K,
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,40
Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,<=50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,90,<=50K,46
Local-gov,9th,Never-married,Protective-serv,Not-in-family,White,Male,36,<=50K,32
Self-emp-not-inc,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,30,>50K,
Private,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,<=50K,27
Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,White,Female,40,<=50K,44
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,20,<=50K,32
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,<=50K,
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,26
Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,24
Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,>50K,
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,>50K,47
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,>50K,
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,<=50K,
Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,
Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,56
Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,<=50K,27
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,28
Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,10,<=50K,24
?,7th-8th,Divorced,?,Unmarried,Black,Female,39,<=50K,54
Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,34
State-gov,Assoc-voc,Divorced,Farming-fishing,Not-in-family,White,Male,30,<=50K,
Private,HS-grad,Separated,Other-service,Unmarried,White,Female,30,<=50K,33
Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,47
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K,54
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,29
Private,Bachelors,Never-married,Transport-moving,Own-child,White,Male,40,<=50K,23
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,36,<=50K,44
State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,<=50K,
Private,11th,Never-married,Other-service,Own-child,White,Female,25,<=50K,17
Self-emp-not-inc,HS-grad,Never-married,Sales,Own-child,White,Male,60,<=50K,20
Local-gov,HS-grad,Divorced,Handlers-cleaners,Other-relative,Black,Male,40,<=50K,43
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,>50K,46
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,45,<=50K,47
Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K,59
Self-emp-not-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,37
Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,45,<=50K,43
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,38
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,50
Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,46
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,<=50K,49
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,30
Federal-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,79,<=50K,49
Private,12th,Married-civ-spouse,Other-service,Husband,White,Male,45,<=50K,46
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,>50K,33
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,<=50K,28
Private,7th-8th,Divorced,Sales,Own-child,White,Female,20,<=50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K,30
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,37
Self-emp-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,20,<=50K,
State-gov,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,40,<=50K,66
?,Prof-school,Married-civ-spouse,?,Husband,White,Male,40,>50K,
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,39
Private,HS-grad,Never-married,Other-service,Own-child,White,Female,25,<=50K,20
State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,>50K,
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,40
Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Male,20,<=50K,20
Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,<=50K,23
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,
?,Some-college,Separated,?,Not-in-family,White,Female,8,<=50K,
?,11th,Never-married,?,Own-child,White,Male,20,<=50K,17
State-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,<=50K,60
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,<=50K,36
?,11th,Married-civ-spouse,?,Husband,White,Male,35,<=50K,64
Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,40,<=50K,
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,37,<=50K,43
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,43
Self-emp-not-inc,Some-college,Never-married,Sales,Own-child,White,Female,8,<=50K,20
Private,HS-grad,Separated,Craft-repair,Unmarried,White,Female,20,<=50K,33
?,Some-college,Never-married,?,Unmarried,White,Female,30,<=50K,21
Self-emp-inc,HS-grad,Never-married,Transport-moving,Other-relative,White,Male,10,<=50K,
Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,27
Private,Assoc-voc,Never-married,Sales,Other-relative,White,Female,40,<=50K,22
Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,48,<=50K,62
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,<=50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,56,<=50K,42
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,<=50K,38
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,37
Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,56
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,<=50K,47
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,<=50K,33
Private,Some-college,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,20,<=50K,23
?,Some-college,Never-married,?,Own-child,White,Female,35,<=50K,20
Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,20,<=50K,29
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,33
Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,38,<=50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,26
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,52,>50K,
Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,52,<=50K,
Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,40,<=50K,50
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K,37
Private,Assoc-voc,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,30
Self-emp-not-inc,11th,Married-civ-spouse,Other-service,Husband,White,Male,60,<=50K,41
Private,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,40,<=50K,29
Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,35,<=50K,24
Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,40,<=50K,34
Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,45,<=50K,38
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,41
?,HS-grad,Married-civ-spouse,?,Husband,White,Male,15,<=50K,67
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,>50K,
State-gov,Some-college,Widowed,Adm-clerical,Unmarried,Black,Female,35,<=50K,
?,Bachelors,Never-married,?,Not-in-family,White,Male,40,<=50K,38
State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K,27
State-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,<=50K,
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,<=50K,
State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,52
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,48,<=50K,23
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,25,<=50K,43
Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,<=50K,35
Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,30,>50K,38
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,>50K,43
Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Federal-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,50,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,90,>50K,38
Private,7th-8th,Divorced,Other-service,Unmarried,White,Female,65,<=50K,47
State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,
Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,40,<=50K,55
?,HS-grad,Widowed,?,Own-child,White,Female,25,<=50K,56
Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,<=50K,25
Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,>50K,
Private,HS-grad,Divorced,Other-service,Own-child,Black,Male,38,<=50K,
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,
Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,<=50K,19
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,<=50K,47
State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,50,<=50K,29
State-gov,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,52,<=50K,51
State-gov,Bachelors,Never-married,Prof-specialty,Own-child,Black,Male,40,<=50K,23
Private,Some-college,Separated,Farming-fishing,Not-in-family,White,Male,40,<=50K,25
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,65
State-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,38
Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,35,>50K,
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,<=50K,29
Private,Some-college,Never-married,Tech-support,Other-relative,White,Male,30,<=50K,24
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,46
Local-gov,Some-college,Separated,Protective-serv,Unmarried,Black,Male,40,>50K,
Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Own-child,White,Male,50,<=50K,61
?,Assoc-acdm,Married-civ-spouse,?,Wife,White,Female,40,<=50K,24
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,>50K,
Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,<=50K,24
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,61
Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,50,<=50K,47
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,<=50K,50
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,22,<=50K,61
Federal-gov,Some-college,Never-married,Other-service,Not-in-family,Black,Male,52,<=50K,36
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,43,<=50K,28
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,<=50K,
Private,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,40,<=50K,68
Private,9th,Never-married,Other-service,Own-child,White,Male,12,<=50K,17
Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,<=50K,25
State-gov,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40,<=50K,23
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,22
Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,40,<=50K,50
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,27
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,<=50K,35
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K,26
Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,34
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,<=50K,37
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,37,<=50K,69
Private,Assoc-acdm,Separated,Adm-clerical,Unmarried,Black,Female,40,<=50K,59
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,31
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,16,<=50K,24
Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,<=50K,55
?,11th,Never-married,?,Own-child,Black,Female,20,<=50K,18
Private,HS-grad,Never-married,Other-service,Own-child,White,Male,10,<=50K,19
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,<=50K,56
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,35,>50K,60
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
Private,11th,Never-married,Sales,Own-child,White,Female,16,<=50K,17
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,30
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,<=50K,
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,<=50K,21
Private,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,50,<=50K,21
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,42
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,21
Self-emp-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,60,>50K,
Private,Assoc-voc,Never-married,Sales,Other-relative,Black,Female,52,<=50K,25
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,55,>50K,
Self-emp-not-inc,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,35,<=50K,30
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,<=50K,
Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,10,<=50K,21
Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Male,40,<=50K,
Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,18,<=50K,69
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,<=50K,32
Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,40,<=50K,44
Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,50,>50K,
