workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,income,age
Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,<=50K,28.0
State-gov,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,31.0
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,51.0
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,35,<=50K,20.0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,84,>50K,33.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,34.0
Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,<=50K,53.0
Private,9th,Divorced,Craft-repair,Unmarried,White,Female,40,<=50K,
Private,11th,Widowed,Other-service,Not-in-family,White,Female,40,<=50K,58.0
Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,38,<=50K,59.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,
?,5th-6th,Widowed,?,Not-in-family,White,Male,15,<=50K,
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,28.0
Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,<=50K,
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Female,20,<=50K,28.0
Self-emp-not-inc,1st-4th,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,65,<=50K,
Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,28.0
Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,40,<=50K,35.0
Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Male,40,<=50K,30.0
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,<=50K,48.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,44,<=50K,48.0
Private,11th,Never-married,Other-service,Not-in-family,White,Female,20,<=50K,18.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,42.0
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,35.0
Private,Some-college,Never-married,Sales,Own-child,White,Female,40,<=50K,22.0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,70,<=50K,50.0
Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,<=50K,30.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20,<=50K,58.0
?,Prof-school,Married-civ-spouse,?,Husband,White,Male,40,<=50K,
Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40,>50K,
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,44,<=50K,46.0
State-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Male,10,<=50K,21.0
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,40.0
?,11th,Married-civ-spouse,?,Other-relative,White,Female,39,<=50K,20.0
State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,37.0
Private,Some-college,Divorced,Other-service,Unmarried,White,Female,40,<=50K,
Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Other,Female,40,<=50K,24.0
Private,Bachelors,Divorced,Sales,Own-child,White,Male,50,<=50K,
Private,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,55,<=50K,28.0
Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,<=50K,65.0
Private,10th,Never-married,Handlers-cleaners,Unmarried,White,Male,50,<=50K,23.0
Private,12th,Never-married,Adm-clerical,Own-child,White,Male,38,<=50K,19.0
Federal-gov,7th-8th,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,40,<=50K,48.0
Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,35,<=50K,
Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,58.0
?,12th,Never-married,?,Unmarried,White,Female,35,<=50K,20.0
?,Masters,Married-civ-spouse,?,Husband,White,Male,10,<=50K,
Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,40,<=50K,28.0
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,51.0
State-gov,HS-grad,Never-married,Other-service,Unmarried,White,Female,45,<=50K,22.0
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,35,<=50K,38.0
Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,30,<=50K,25.0
Private,HS-grad,Never-married,Sales,Other-relative,Black,Female,25,<=50K,23.0
Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,70,<=50K,
Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,29,<=50K,68.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,35.0
Local-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Female,40,<=50K,25.0
State-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,40,<=50K,23.0
?,Bachelors,Married-civ-spouse,?,Husband,White,Male,25,<=50K,29.0
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,>50K,
Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,45,<=50K,36.0
Self-emp-not-inc,Some-college,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40,<=50K,
State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,>50K,
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,50,<=50K,19.0
Private,Assoc-acdm,Never-married,Sales,Own-child,White,Male,25,<=50K,24.0
?,HS-grad,Never-married,?,Own-child,Black,Male,12,<=50K,23.0
Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,35,>50K,
Local-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,40,<=50K,
Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,40,>50K,
Private,10th,Never-married,Other-service,Own-child,Black,Male,20,<=50K,33.0
Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,10,<=50K,22.0
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,>50K,41.0
Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,35,<=50K,
State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,>50K,
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,49.0
Self-emp-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,>50K,
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,60,<=50K,37.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,<=50K,25.0
Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,<=50K,
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,60,<=50K,23.0
Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,>50K,
Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Female,40,<=50K,
Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,<=50K,31.0
?,Some-college,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,40,<=50K,18.0
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,>50K,
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,>50K,
Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,<=50K,28.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,HS-grad,Never-married,Sales,Own-child,White,Male,40,<=50K,20.0
Private,7th-8th,Widowed,Sales,Other-relative,White,Female,3,<=50K,
State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,<=50K,64.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,>50K,46.0
Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K,22.0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,<=50K,
Private,Assoc-acdm,Never-married,Other-service,Other-relative,White,Male,25,<=50K,40.0
Private,10th,Never-married,Farming-fishing,Other-relative,White,Male,35,<=50K,28.0
Self-emp-not-inc,12th,Married-civ-spouse,Farming-fishing,Husband,White,Male,18,<=50K,73.0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,49.0
Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,50,<=50K,
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,<=50K,26.0
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,45,<=50K,28.0
?,11th,Married-civ-spouse,?,Husband,White,Male,40,<=50K,35.0
Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Not-in-family,White,Male,35,<=50K,80.0
Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,45,>50K,
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,31.0
State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,<=50K,62.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,<=50K,55.0
State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,<=50K,35.0
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,48.0
Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,45,<=50K,27.0
Private,Some-college,Separated,Craft-repair,Own-child,White,Male,60,<=50K,33.0
Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,38.0
Private,12th,Married-civ-spouse,Other-service,Wife,White,Female,40,<=50K,61.0
State-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,50,<=50K,
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,44,<=50K,30.0
Private,11th,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,35,<=50K,51.0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,58.0
Private,10th,Never-married,Other-service,Own-child,White,Female,15,<=50K,17.0
Private,Assoc-acdm,Widowed,Exec-managerial,Not-in-family,White,Female,40,>50K,
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,<=50K,25.0
Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,<=50K,24.0
Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,<=50K,32.0
Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,35,<=50K,
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,>50K,
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,38.0
Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,30,<=50K,22.0
Local-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,
Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,20,<=50K,
?,Some-college,Never-married,?,Own-child,White,Male,40,<=50K,22.0
Private,HS-grad,Divorced,Priv-house-serv,Unmarried,Black,Female,99,<=50K,
Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,50,<=50K,
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,42,>50K,28.0
Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,20,<=50K,33.0
Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,<=50K,53.0
Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,<=50K,27.0
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,16,<=50K,18.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,<=50K,41.0
Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,25,<=50K,25.0
Private,HS-grad,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,40,<=50K,19.0
Private,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,25,<=50K,
Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,40,<=50K,
Local-gov,Masters,Separated,Adm-clerical,Unmarried,Black,Female,40,<=50K,
Private,Some-college,Separated,Transport-moving,Unmarried,White,Male,51,>50K,
?,Some-college,Never-married,?,Own-child,White,Female,40,<=50K,22.0
Private,Some-college,Divorced,Sales,Not-in-family,White,Female,25,<=50K,33.0
Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,<=50K,27.0
Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,
Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,38,<=50K,47.0
Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,<=50K,22.0
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,40,<=50K,
Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,44,<=50K,36.0
Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,<=50K,
Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Male,35,<=50K,28.0
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Black,Male,45,>50K,
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,>50K,36.0
State-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,35,<=50K,37.0
Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,72,>50K,29.0
Private,9th,Widowed,Other-service,Unmarried,Black,Female,25,<=50K,
Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,45,<=50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,<=50K,48.0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,30,<=50K,
?,Some-college,Widowed,?,Not-in-family,Black,Female,40,<=50K,
Private,7th-8th,Married-spouse-absent,Other-service,Not-in-family,White,Male,25,<=50K,35.0
?,HS-grad,Never-married,?,Unmarried,Black,Female,38,<=50K,38.0
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,<=50K,
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,36.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,37,>50K,
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,42.0
?,12th,Never-married,?,Own-child,White,Female,8,<=50K,17.0
?,Bachelors,Married-civ-spouse,?,Husband,White,Male,30,<=50K,34.0
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,35,<=50K,28.0
Private,11th,Separated,Other-service,Not-in-family,Black,Female,40,<=50K,51.0
Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,42,<=50K,
Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,35,<=50K,21.0
Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,32,<=50K,20.0
Private,5th-6th,Never-married,Handlers-cleaners,Own-child,White,Male,40,<=50K,18.0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,45.0
Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,55.0
Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,Black,Male,45,<=50K,
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,<=50K,29.0
Private,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Male,20,<=50K,20.0
Private,Bachelors,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,20,<=50K,23.0
Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,<=50K,32.0
Private,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,40,<=50K,
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,<=50K,31.0
Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,27,<=50K,63.0
Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,30,<=50K,19.0
Private,7th-8th,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,45,<=50K,46.0
Private,Bachelors,Married-spouse-absent,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,36,>50K,
Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,<=50K,40.0
Private,HS-grad,Separated,Handlers-cleaners,Not-in-family,White,Male,40,<=50K,31.0
Private,12th,Never-married,Sales,Own-child,White,Female,20,<=50K,17.0
Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,<=50K,40.0
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,
Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,45,<=50K,35.0
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,44,>50K,
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,<=50K,45.0
Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,24,<=50K,38.0
Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,35,<=50K,19.0
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,>50K,50.0
Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,<=50K,19.0
?,5th-6th,Never-married,?,Unmarried,White,Female,25,<=50K,25.0
?,HS-grad,Separated,?,Own-child,White,Female,20,<=50K,31.0
Local-gov,10th,Never-married,Craft-repair,Unmarried,Black,Male,65,<=50K,24.0
Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,>50K,
Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,60,<=50K,
Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,50,<=50K,24.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,>50K,37.0
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,>50K,35.0
Private,1st-4th,Widowed,Other-service,Unmarried,White,Female,35,<=50K,51.0
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,35,<=50K,45.0
Private,Prof-school,Never-married,Prof-specialty,Other-relative,White,Male,50,<=50K,29.0
Private,9th,Never-married,Handlers-cleaners,Own-child,White,Male,45,<=50K,26.0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,<=50K,35.0
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,<=50K,41.0
Local-gov,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,48,<=50K,
?,Some-college,Never-married,?,Not-in-family,White,Male,40,<=50K,23.0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,<=50K,
Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,40,<=50K,28.0
Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,<=50K,23.0
?,7th-8th,Divorced,?,Not-in-family,White,Male,40,<=50K,67.0
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,>50K,
Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,>50K,49.0
Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,40,<=50K,
Self-emp-not-inc,7th-8th,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,15,<=50K,80.0
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,>50K,
Private,Some-college,Never-married,Tech-support,Other-relative,White,Female,40,<=50K,23.0
Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,40,<=50K,38.0
Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,<=50K,36.0
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,>50K,
Local-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,<=50K,34.0
Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,40,<=50K,
